Gene,Disease,Category
UNC13A,Amyotrophic Lateral Sclerosis,Neurological Diseases
UNC13A,Amyotrophic Lateral Sclerosis,Neurological Diseases
UNC13A,AMYOTROPHIC LATERAL SCLEROSIS 1,Neurological Diseases
UNC13A,Amyotrophic Lateral Sclerosis With Dementia,Neurological Diseases
ADM,Autoimmune Diseases,Rare Diseases
ADM,Ovarian Carcinoma,Cancer
ADM,cervical cancer,Cancer
ADM,Malignant neoplasm of ovary,Cancer
ADM,Tumor Angiogenesis,Cancer
ADM,Malignant tumor of cervix,Cancer
ADM,Lung Neoplasms,Cancer
ADM,Neoplasm Metastasis,Cancer
ADM,Leukemia,Cancer
ADM,Glomerulonephritis,Rare Diseases
ADM,Cervix carcinoma,Cancer
ADM,Liver neoplasms,Cancer
ADM,Mammary Neoplasms,Cancer
ADM,leukemia,Cancer
ADM,Pancreatic carcinoma,Cancer
ADM,Alzheimer's Disease,Neurological Diseases
ADM,Adenocarcinoma of pancreas,Cancer
ADM,Epithelial ovarian cancer,Cancer
ADM,Malignant neoplasm of pancreas,Cancer
ADM,Malignant neoplasm of mouth,Cancer
ADM,Brain Neoplasms,Cancer
ADM,Malignant neoplasm of lung,Cancer
ADM,Tumor Progression,Cancer
ADM,Malignant neoplasm of breast,Cancer
ADM,Bladder Neoplasm,Cancer
ADM,Liver carcinoma,Cancer
ADM,Colonic Neoplasms,Cancer
ADM,Endometrial Neoplasms,Cancer
ADM,Carcinoma of lung,Cancer
ADM,Colon Carcinoma,Cancer
ADM,Osteosarcoma of bone,Cancer
ADM,Lip and Oral Cavity Carcinoma,Cancer
ADM,Primary malignant neoplasm of lung,Cancer
ADM,Breast Carcinoma,Cancer
ADM,Osteosarcoma,Cancer
ADM,Secondary malignant neoplasm of bone,Cancer
ADM,Colorectal Neoplasms,Cancer
ADM,Prostate carcinoma,Cancer
ADM,Adenocarcinoma,Cancer
ADM,Malignant tumor of colon,Cancer
ADM,ovarian neoplasm,Cancer
ADM,Myeloid Leukemia,Cancer
ADM,Prostatic Neoplasms,Cancer
ADM,Malignant neoplasm of endometrium,Cancer
ADM,Uterine Corpus Cancer,Cancer
ADM,Squamous cell carcinoma,Cancer
ADM,Malignant neoplasm of prostate,Cancer
ADM,Malignant neoplasm of urinary bladder,Cancer
ADM,Pancreatic Neoplasm,Cancer
ADM,Carcinoma of bladder,Cancer
ADM,IGA Glomerulonephritis,Rare Diseases
ADM,Carcinoma,Cancer
ADM,Solid Neoplasm,Cancer
ADM,Endometrial Carcinoma,Cancer
ADM,Colorectal Carcinoma,Cancer
ADM,Precursor B-cell lymphoblastic leukemia,Cancer
ADM,Secondary malignant neoplasm of lymph node,Cancer
ADM,Colorectal Cancer,Cancer
ADM,Skin Neoplasms,Cancer
ADM,Carcinoma breast stage IV,Cancer
ADM,tumor vasculature,Cancer
ADM,Kidney Neoplasm,Cancer
ADM,Choriocarcinoma,Cancer
ADM,Bipolar Disorder,Neurological Diseases
ADM,Schizophrenia,Neurological Diseases
ADM,Conventional (Clear Cell) Renal Cell Carcinoma,Cancer
ADM,Invasive Carcinoma,Cancer
ADM,Glomerulonephritis,Rare Diseases
BDKRB2,Neoplasm Metastasis,Cancer
BDKRB2,Alzheimer's Disease,Neurological Diseases
BDKRB2,Stomach Carcinoma,Cancer
BDKRB2,Malignant neoplasm of stomach,Cancer
BDKRB2,Stomach Neoplasms,Cancer
BDKRB2,Adenocarcinoma of lung (disorder),Cancer
BDKRB2,Epilepsy,Neurological Diseases
BDKRB2,Bipolar Disorder,Neurological Diseases
BIRC3,Lymphoma,Cancer
BIRC3,Non-Small Cell Lung Carcinoma,Cancer
BIRC3,Autoimmune Diseases,Rare Diseases
BIRC3,Ovarian Carcinoma,Cancer
BIRC3,cervical cancer,Cancer
BIRC3,Malignant neoplasm of ovary,Cancer
BIRC3,Malignant tumor of cervix,Cancer
BIRC3,Lung Neoplasms,Cancer
BIRC3,Neoplasm Metastasis,Cancer
BIRC3,Cervix carcinoma,Cancer
BIRC3,Liver neoplasms,Cancer
BIRC3,leukemia,Cancer
BIRC3,Pancreatic carcinoma,Cancer
BIRC3,Alzheimer's Disease,Neurological Diseases
BIRC3,Epithelial ovarian cancer,Cancer
BIRC3,Malignant neoplasm of pancreas,Cancer
BIRC3,Diffuse Large B-Cell Lymphoma,Cancer
BIRC3,Malignant neoplasm of lung,Cancer
BIRC3,Leukemia,Cancer
BIRC3,Chronic Lymphocytic Leukemia,Cancer
BIRC3,Malignant neoplasm of breast,Cancer
BIRC3,Bladder Neoplasm,Cancer
BIRC3,Liver carcinoma,Cancer
BIRC3,Colonic Neoplasms,Cancer
BIRC3,Nasopharyngeal carcinoma,Cancer
BIRC3,Carcinoma of lung,Cancer
BIRC3,Stomach Carcinoma,Cancer
BIRC3,B-Cell Lymphomas,Cancer
BIRC3,Colon Carcinoma,Cancer
BIRC3,Malignant neoplasm of stomach,Cancer
BIRC3,Osteosarcoma of bone,Cancer
BIRC3,melanoma,Cancer
BIRC3,Primary malignant neoplasm of lung,Cancer
BIRC3,Breast Carcinoma,Cancer
BIRC3,Osteosarcoma,Cancer
BIRC3,Small cell carcinoma of lung,Cancer
BIRC3,Prostate carcinoma,Cancer
BIRC3,Adenocarcinoma,Cancer
BIRC3,Malignant tumor of colon,Cancer
BIRC3,Prostatic Neoplasms,Cancer
BIRC3,Malignant neoplasm of endometrium,Cancer
BIRC3,Uterine Corpus Cancer,Cancer
BIRC3,Squamous cell carcinoma,Cancer
BIRC3,Malignant neoplasm of prostate,Cancer
BIRC3,Malignant neoplasm of urinary bladder,Cancer
BIRC3,Renal Cell Carcinoma,Cancer
BIRC3,Endometrial Carcinoma,Cancer
BIRC3,Colorectal Carcinoma,Cancer
BIRC3,Myeloid Leukemia,Cancer
BIRC3,Colorectal Cancer,Cancer
BIRC3,Adenocarcinoma Of Esophagus,Cancer
BIRC3,Chronic Neutrophilic Leukemia,Cancer
BIRC3,Metastatic Neoplasm,Cancer
BIRC3,androgen independent prostate cancer,Cancer
BIRC3,Marginal Zone B-Cell Lymphoma,Cancer
BIRC3,Malignant lymphoma,Cancer
BIRC3,T-Cell Lymphoma,Cancer
BIRC3,Mucosa-Associated Lymphoid Tissue Lymphoma,Cancer
BIRC3,Splenic Marginal Zone B-Cell Lymphoma,Cancer
BIRC3,Familial primary gastric lymphoma,Cancer
BIRC3,Gastric Mucosa-Associated Lymphoid Tissue Lymphoma,Cancer
BIRC3,B-Cell Lymphoma,Cancer
BIRC3,Bladder Neoplasm,Cancer
BIRC3,Urinary Bladder Cancer,Cancer
BIRC3,Nasopharyngeal carcinoma ORPHA:150,Cancer
BIRC3,STAT3-related early-onset multisystem autoimmune disease ORPHA:438159,Rare Diseases
BIRC3,T-cell large granular lymphocyte leukemia ORPHA:86872,Cancer
BIRC3,MALT lymphoma ORPHA:52417,Cancer
BIRC3,Immunodeficiency by defective expression of MHC class I ORPHA:34592,Rare Diseases
CCDC39,Gastric Cancer,Cancer
CCL2,Lymphoma,Cancer
CCL2,Non-Small Cell Lung Carcinoma,Cancer
CCL2,Autoimmune Diseases,Rare Diseases
CCL2,Ovarian Carcinoma,Cancer
CCL2,cervical cancer,Cancer
CCL2,Malignant neoplasm of ovary,Cancer
CCL2,Tumor Angiogenesis,Cancer
CCL2,Malignant tumor of cervix,Cancer
CCL2,Lung Neoplasms,Cancer
CCL2,Neoplasm Metastasis,Cancer
CCL2,Leukemia,Cancer
CCL2,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
CCL2,Glomerulonephritis,Rare Diseases
CCL2,Cervix carcinoma,Cancer
CCL2,Liver neoplasms,Cancer
CCL2,Mammary Neoplasms,Cancer
CCL2,leukemia,Cancer
CCL2,Pancreatic carcinoma,Cancer
CCL2,Alzheimer's Disease,Neurological Diseases
CCL2,Epithelial ovarian cancer,Cancer
CCL2,Malignant neoplasm of pancreas,Cancer
CCL2,Acquired Immunodeficiency Syndrome,Rare Diseases
CCL2,Malignant neoplasm of mouth,Cancer
CCL2,Adult T-Cell Lymphoma/Leukemia,Cancer
CCL2,Diffuse Large B-Cell Lymphoma,Cancer
CCL2,Brain Neoplasms,Cancer
CCL2,Malignant neoplasm of lung,Cancer
CCL2,Fibroid Tumor,Cancer
CCL2,Leukemia,Cancer
CCL2,Chronic Lymphocytic Leukemia,Cancer
CCL2,Tumor Progression,Cancer
CCL2,Malignant neoplasm of breast,Cancer
CCL2,Bladder Neoplasm,Cancer
CCL2,Liver carcinoma,Cancer
CCL2,Colonic Neoplasms,Cancer
CCL2,Nasopharyngeal carcinoma,Cancer
CCL2,Endometrial Neoplasms,Cancer
CCL2,Carcinoma of lung,Cancer
CCL2,Stomach Carcinoma,Cancer
CCL2,Colon Carcinoma,Cancer
CCL2,Fibrosarcoma,Cancer
CCL2,Malignant neoplasm of stomach,Cancer
CCL2,Osteosarcoma of bone,Cancer
CCL2,Lip and Oral Cavity Carcinoma,Cancer
CCL2,Stomach Neoplasms,Cancer
CCL2,melanoma,Cancer
CCL2,Primary malignant neoplasm of lung,Cancer
CCL2,Breast Carcinoma,Cancer
CCL2,Osteosarcoma,Cancer
CCL2,Secondary malignant neoplasm of bone,Cancer
CCL2,Thyroid carcinoma,Cancer
CCL2,M5b Acute differentiated monocytic leukemia,Cancer
CCL2,Familial Alzheimer Disease (FAD),Neurological Diseases
CCL2,Small cell carcinoma of lung,Cancer
CCL2,Acute lymphocytic leukemia,Cancer
CCL2,Acute monocytic leukemia,Cancer
CCL2,Prostate carcinoma,Cancer
CCL2,Adenocarcinoma,Cancer
CCL2,Malignant tumor of colon,Cancer
CCL2,Idiopathic crescentic glomerulonephritis,Rare Diseases
CCL2,ovarian neoplasm,Cancer
CCL2,Prostatic Neoplasms,Cancer
CCL2,Malignant neoplasm of endometrium,Cancer
CCL2,Uterine Corpus Cancer,Cancer
CCL2,Squamous cell carcinoma,Cancer
CCL2,Malignant neoplasm of prostate,Cancer
CCL2,Autoimmune,Rare Diseases
CCL2,Malignant neoplasm of urinary bladder,Cancer
CCL2,Pancreatic Neoplasm,Cancer
CCL2,Parkinson Disease,Neurological Diseases
CCL2,Autoimmune thyroiditis,Rare Diseases
CCL2,Mouth Neoplasms,Cancer
CCL2,Carcinoma of bladder,Cancer
CCL2,Experimental Organism Basal Cell Carcinoma,Cancer
CCL2,IGA Glomerulonephritis,Rare Diseases
CCL2,Familial lichen amyloidosis,Rare Diseases
CCL2,Renal Cell Carcinoma,Cancer
CCL2,Endometrial Carcinoma,Cancer
CCL2,Adenocarcinoma of lung (disorder),Cancer
CCL2,Colorectal Carcinoma,Cancer
CCL2,Pancreatic Ductal Adenocarcinoma,Cancer
CCL2,Metastatic melanoma,Cancer
CCL2,Neoplasms,Cancer
CCL2,Lymphoma,Cancer
CCL2,Sarcoma,Cancer
CCL2,Secondary malignant neoplasm of lymph node,Cancer
CCL2,Amyloidosis,Rare Diseases
CCL2,Colorectal Cancer,Cancer
CCL2,Squamous cell carcinoma of the head and neck,Cancer
CCL2,Secondary malignant neoplasm of lung,Cancer
CCL2,Invasive carcinoma of breast,Cancer
CCL2,Carcinoma breast stage IV,Cancer
CCL2,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CCL2,Paranoid Schizophrenia,Neurological Diseases
CCL2,Amyotrophic Lateral Sclerosis,Neurological Diseases
CCL2,Secondary malignant neoplasm of liver,Cancer
CCL2,Neoplasm Invasiveness,Cancer
CCL2,Thyroid Neoplasm,Cancer
CCL2,gliosarcoma,Cancer
CCL2,Choriocarcinoma,Cancer
CCL2,Uveal melanoma,Cancer
CCL2,Anaplastic thyroid carcinoma,Cancer
CCL2,Stromal Neoplasm,Cancer
CCL2,Ovarian adenocarcinoma,Cancer
CCL2,Nephrotic Syndrome,Rare Diseases
CCL2,Bipolar Disorder,Neurological Diseases
CCL2,Glomerulonephritis,Rare Diseases
CCL2,Recurrent tumor,Cancer
CCL2,Schizophrenia,Neurological Diseases
CCL2,Adenocarcinoma of prostate,Cancer
CCL2,Invasive Ductal Breast Carcinoma,Cancer
CCL2,Membranous glomerulonephritis,Rare Diseases
CCL2,Giant Cell Tumors,Cancer
CCL2,Metastatic malignant neoplasm to brain,Cancer
CCL2,Squamous cell carcinoma of mouth,Cancer
CCL2,Chronic glomerulonephritis,Rare Diseases
CCL2,Cancer of Digestive System,Cancer
CCL2,Autism Spectrum Disorders,Neurological Diseases
CCL2,Myelomonocytic leukemia,Cancer
CCL2,Rhabdomyosarcoma,Cancer
CCL2,Glomerulonephritis,Rare Diseases
CCL2,Thyroid Neoplasm,Cancer
CCL2,Thyroid Carcinoma,Cancer
CCL2,Mouth Neoplasms,Cancer
CCL2,Carcinoma,Cancer
CCL2,Adenocarcinoma of ovary ORPHA:213504,Cancer
CCL20,cervical cancer,Cancer
CCL20,Malignant tumor of cervix,Cancer
CCL20,Neoplasm Metastasis,Cancer
CCL20,Mammary Neoplasms,Cancer
CCL20,Cervix carcinoma,Cancer
CCL20,Kaposi Sarcoma,Cancer
CCL20,Liver neoplasms,Cancer
CCL20,Mammary Neoplasms,Cancer
CCL20,Pancreatic carcinoma,Cancer
CCL20,Malignant neoplasm of pancreas,Cancer
CCL20,Adult T-Cell Lymphoma/Leukemia,Cancer
CCL20,Malignant neoplasm of lung,Cancer
CCL20,Tumor Progression,Cancer
CCL20,Malignant neoplasm of breast,Cancer
CCL20,Liver carcinoma,Cancer
CCL20,Colonic Neoplasms,Cancer
CCL20,Carcinoma of lung,Cancer
CCL20,Stomach Carcinoma,Cancer
CCL20,Malignant neoplasm of stomach,Cancer
CCL20,Lymphoma,Cancer
CCL20,Primary malignant neoplasm of lung,Cancer
CCL20,Breast Carcinoma,Cancer
CCL20,Thyroid carcinoma,Cancer
CCL20,Prostate carcinoma,Cancer
CCL20,Malignant tumor of colon,Cancer
CCL20,Malignant neoplasm of prostate,Cancer
CCL20,Endometrial adenocarcinoma,Cancer
CCL20,Carcinoma,Cancer
CCL20,Familial lichen amyloidosis,Rare Diseases
CCL20,Carcinoma,Cancer
CCL20,Colorectal Carcinoma,Cancer
CCL20,Colorectal Cancer,Cancer
CCL20,Urothelial Carcinoma,Cancer
CCL20,Primary malignant neoplasm,Cancer
CCL20,Malignant Neoplasms,Cancer
CCL20,Autoimmune,Rare Diseases
CCL20,Malignant neoplasm of thyroid,Cancer
CCL20,Secondary malignant neoplasm of liver,Cancer
CCL20,Papillary thyroid carcinoma,Cancer
CCL20,Adenocarcinoma of large intestine,Cancer
CCL20,Mammary Neoplasms,Cancer
CCL20,Breast Carcinoma,Cancer
CCL20,Breast Cancer,Cancer
CCL20,Pancreatic Cancer,Cancer
CCL20,Pancreatic Neoplasm,Cancer
CCL22,Ovarian Carcinoma,Cancer
CCL22,Malignant neoplasm of ovary,Cancer
CCL22,Lung Neoplasms,Cancer
CCL22,Neoplasm Metastasis,Cancer
CCL22,Leukemia,Cancer
CCL22,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
CCL22,Glomerulonephritis,Rare Diseases
CCL22,Mammary Neoplasms,Cancer
CCL22,Epithelial ovarian cancer,Cancer
CCL22,Adult T-Cell Lymphoma/Leukemia,Cancer
CCL22,Diffuse Large B-Cell Lymphoma,Cancer
CCL22,Malignant neoplasm of lung,Cancer
CCL22,Leukemia,Cancer
CCL22,Chronic Lymphocytic Leukemia,Cancer
CCL22,Malignant neoplasm of breast,Cancer
CCL22,Bladder Neoplasm,Cancer
CCL22,Carcinoma of lung,Cancer
CCL22,Stomach Carcinoma,Cancer
CCL22,Stomach Neoplasms,Cancer
CCL22,Primary malignant neoplasm of lung,Cancer
CCL22,Breast Carcinoma,Cancer
CCL22,Secondary malignant neoplasm of bone,Cancer
CCL22,Idiopathic crescentic glomerulonephritis,Rare Diseases
CCL22,Malignant neoplasm of urinary bladder,Cancer
CCL22,Carcinoma of bladder,Cancer
CCL22,Classical Hodgkin's Lymphoma,Cancer
CCL22,Lymphoma,Cancer
CCL22,Secondary malignant neoplasm of lymph node,Cancer
CCL22,Skin Neoplasms,Cancer
CCL22,Squamous cell carcinoma of the head and neck,Cancer
CCL22,Uveal melanoma,Cancer
CCL22,Undifferentiated carcinoma,Cancer
CCL22,Malignant neoplasm of tongue,Cancer
CCL22,Charcot-Marie-Tooth disease type 1D ORPHA:101084,Rare Diseases
CCL22,Charcot-Marie-Tooth disease type 4E ORPHA:99951,Rare Diseases
CCL4,Lymphoma,Cancer
CCL4,Ovarian Carcinoma,Cancer
CCL4,Malignant neoplasm of ovary,Cancer
CCL4,Lung Neoplasms,Cancer
CCL4,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
CCL4,Glomerulonephritis,Rare Diseases
CCL4,Liver neoplasms,Cancer
CCL4,Mammary Neoplasms,Cancer
CCL4,leukemia,Cancer
CCL4,Acquired Immunodeficiency Syndrome,Rare Diseases
CCL4,Malignant neoplasm of mouth,Cancer
CCL4,Malignant neoplasm of lung,Cancer
CCL4,Leukemia,Cancer
CCL4,Chronic Lymphocytic Leukemia,Cancer
CCL4,Malignant neoplasm of breast,Cancer
CCL4,Liver carcinoma,Cancer
CCL4,Carcinoma of lung,Cancer
CCL4,Lip and Oral Cavity Carcinoma,Cancer
CCL4,Primary malignant neoplasm of lung,Cancer
CCL4,Breast Carcinoma,Cancer
CCL4,Leukemia,Cancer
CCL4,Epilepsy,Neurological Diseases
CCL4,Hairy Cell Leukemia,Cancer
CCL4,Neoplasm,Cancer
CCL4,Glomerulonephritis,Rare Diseases
CCL4,Charcot-Marie-Tooth disease type 1D ORPHA:101084,Rare Diseases
CCL4,Charcot-Marie-Tooth disease type 4E ORPHA:99951,Rare Diseases
CCL4,Nasopharyngeal carcinoma ORPHA:150,Cancer
CCL4,Hypohidrotic ectodermal dysplasia with immunodeficiency ORPHA:98813,Rare Diseases
CCL5,Lymphoma,Cancer
CCL5,Non-Small Cell Lung Carcinoma,Cancer
CCL5,Autoimmune Diseases,Rare Diseases
CCL5,Ovarian Carcinoma,Cancer
CCL5,Malignant neoplasm of ovary,Cancer
CCL5,Tumor Angiogenesis,Cancer
CCL5,Lung Neoplasms,Cancer
CCL5,Neoplasm Metastasis,Cancer
CCL5,Leukemia,Cancer
CCL5,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
CCL5,Glomerulonephritis,Rare Diseases
CCL5,Kaposi Sarcoma,Cancer
CCL5,Liver neoplasms,Cancer
CCL5,Mammary Neoplasms,Cancer
CCL5,Pancreatic carcinoma,Cancer
CCL5,Alzheimer's Disease,Neurological Diseases
CCL5,Epithelial ovarian cancer,Cancer
CCL5,Malignant neoplasm of pancreas,Cancer
CCL5,Acquired Immunodeficiency Syndrome,Rare Diseases
CCL5,Malignant neoplasm of mouth,Cancer
CCL5,Adult T-Cell Lymphoma/Leukemia,Cancer
CCL5,Diffuse Large B-Cell Lymphoma,Cancer
CCL5,Brain Neoplasms,Cancer
CCL5,Malignant neoplasm of lung,Cancer
CCL5,Leukemia,Cancer
CCL5,Tumor Progression,Cancer
CCL5,Malignant neoplasm of breast,Cancer
CCL5,Liver carcinoma,Cancer
CCL5,Colonic Neoplasms,Cancer
CCL5,Nasopharyngeal carcinoma,Cancer
CCL5,Carcinoma of lung,Cancer
CCL5,Stomach Carcinoma,Cancer
CCL5,Colon Carcinoma,Cancer
CCL5,Fibrosarcoma,Cancer
CCL5,Malignant neoplasm of stomach,Cancer
CCL5,Osteosarcoma of bone,Cancer
CCL5,Lip and Oral Cavity Carcinoma,Cancer
CCL5,Stomach Neoplasms,Cancer
CCL5,melanoma,Cancer
CCL5,Primary malignant neoplasm of lung,Cancer
CCL5,Breast Carcinoma,Cancer
CCL5,Osteosarcoma,Cancer
CCL5,Acute Promyelocytic Leukemia,Cancer
CCL5,Colorectal Neoplasms,Cancer
CCL5,Prostate carcinoma,Cancer
CCL5,Adenocarcinoma,Cancer
CCL5,Malignant tumor of colon,Cancer
CCL5,Prostatic Neoplasms,Cancer
CCL5,Squamous cell carcinoma,Cancer
CCL5,Malignant neoplasm of prostate,Cancer
CCL5,Autoimmune,Rare Diseases
CCL5,Parkinson Disease,Neurological Diseases
CCL5,Leukemia,Cancer
CCL5,Experimental Organism Basal Cell Carcinoma,Cancer
CCL5,Tumor Immunity,Cancer
CCL5,Lymphoma,Cancer
CCL5,IGA Glomerulonephritis,Rare Diseases
CCL5,Malignant neoplasm of liver,Cancer
CCL5,Solid Neoplasm,Cancer
CCL5,Adenocarcinoma of lung (disorder),Cancer
CCL5,Colorectal Carcinoma,Cancer
CCL5,Pancreatic Ductal Adenocarcinoma,Cancer
CCL5,Neoplasms,Cancer
CCL5,Lymphoma,Cancer
CCL5,Chondrosarcoma,Cancer
CCL5,Colorectal Cancer,Cancer
CCL5,Secondary malignant neoplasm of lung,Cancer
CCL5,Primary malignant neoplasm,Cancer
CCL5,Malignant Neoplasms,Cancer
CCL5,Secondary malignant neoplasm of liver,Cancer
CCL5,Neoplasm Invasiveness,Cancer
CCL5,Metastatic Neoplasm,Cancer
CCL5,Disseminated Malignant Neoplasm,Cancer
CCL5,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Cancer
CCL5,Carcinomatosis,Cancer
CCL5,Squamous cell carcinoma of esophagus,Cancer
CCL5,Melanoma,Cancer
CCL5,Malignant lymphoma,Cancer
CCL5,Childhood Osteosarcoma,Cancer
CCL5,Adenocarcinoma of prostate,Cancer
CCL5,Rhabdomyosarcoma,Cancer
CCL5,Glomerulonephritis,Rare Diseases
CCL5,Nasopharyngeal carcinoma ORPHA:150,Cancer
CCL5,MALT lymphoma ORPHA:52417,Cancer
CD83,Non-Small Cell Lung Carcinoma,Cancer
CD83,Autoimmune Diseases,Rare Diseases
CD83,cervical cancer,Cancer
CD83,Malignant neoplasm of ovary,Cancer
CD83,Malignant tumor of cervix,Cancer
CD83,Lung Neoplasms,Cancer
CD83,Neoplasm Metastasis,Cancer
CD83,Leukemia,Cancer
CD83,Cervix carcinoma,Cancer
CD83,Alzheimer's Disease,Neurological Diseases
CD83,Malignant neoplasm of pancreas,Cancer
CD83,Diffuse Large B-Cell Lymphoma,Cancer
CD83,Chronic Lymphocytic Leukemia,Cancer
CD83,Malignant neoplasm of breast,Cancer
CD83,Malignant neoplasm of vulva,Cancer
CD83,Osteosarcoma of bone,Cancer
CD83,melanoma,Cancer
CD83,Breast Carcinoma,Cancer
CD83,Secondary malignant neoplasm of bone,Cancer
CD83,Acute lymphocytic leukemia,Cancer
CD83,Prostate carcinoma,Cancer
CD83,Adenocarcinoma,Cancer
CD83,Squamous cell carcinoma,Cancer
CD83,Hematologic Neoplasms,Cancer
CD83,Malignant neoplasm of liver,Cancer
CD83,CARCINOMA OF VULVA,Cancer
CD83,Infiltrating Cervical Carcinoma,Cancer
CD83,Metastatic Neoplasm,Cancer
CD83,Chronic Infantile Neurological,Neurological Diseases
CD83,Malignant lymphoma,Cancer
CD83,Charcot-Marie-Tooth disease type 1D ORPHA:101084,Rare Diseases
CD83,Charcot-Marie-Tooth disease type 4E ORPHA:99951,Rare Diseases
CFB,Autoimmune Diseases,Rare Diseases
CFB,leukemia,Cancer
CFB,Alzheimer's Disease,Neurological Diseases
CFB,Carcinoma of lung,Cancer
CFB,Stomach Carcinoma,Cancer
CFB,Malignant neoplasm of stomach,Cancer
CFB,Acute lymphocytic leukemia,Cancer
CFB,Parkinson Disease,Neurological Diseases
CFB,Adenocarcinoma of lung (disorder),Cancer
CFB,Pancreatic Ductal Adenocarcinoma,Cancer
CFB,Amyloidosis,Rare Diseases
CFB,Autoimmune thyroid disease,Rare Diseases
CFB,Glomerulonephritis,Rare Diseases
CFB,Malignant neoplasm of gastrointestinal tract,Cancer
CFB,Glomerulonephritis,Rare Diseases
CFB,Lung Cancer,Cancer
CHAC1,Ovarian Carcinoma,Cancer
CHAC1,Malignant neoplasm of ovary,Cancer
CHAC1,Mammary Neoplasms,Cancer
CHAC1,Malignant neoplasm of breast,Cancer
CHAC1,Breast Carcinoma,Cancer
CHAC1,Squamous cell carcinoma of the head and neck,Cancer
CITED2,Ovarian Carcinoma,Cancer
CITED2,Neoplasm Metastasis,Cancer
CITED2,Leukemia,Cancer
CITED2,Mammary Neoplasms,Cancer
CITED2,Malignant neoplasm of breast,Cancer
CITED2,Colonic Neoplasms,Cancer
CITED2,Stomach Carcinoma,Cancer
CITED2,Colon Carcinoma,Cancer
CITED2,Malignant neoplasm of stomach,Cancer
CITED2,Stomach Neoplasms,Cancer
CITED2,Breast Carcinoma,Cancer
CITED2,Osteosarcoma,Cancer
CITED2,Secondary malignant neoplasm of bone,Cancer
CITED2,Malignant tumor of colon,Cancer
CITED2,Myeloid Leukemia,Cancer
CITED2,Neoplasms,Cancer
CITED2,Secondary malignant neoplasm of lymph node,Cancer
CITED2,Malignant Neoplasms,Cancer
CITED2,Benign Neoplasm,Cancer
CITED2,Adrenocortical carcinoma,Cancer
CITED2,Benign Neoplasm,Cancer
CITED2,Malignant Neoplasm,Cancer
CSF1,Lymphoma,Cancer
CSF1,Non-Small Cell Lung Carcinoma,Cancer
CSF1,Ovarian Carcinoma,Cancer
CSF1,cervical cancer,Cancer
CSF1,Malignant neoplasm of ovary,Cancer
CSF1,Tumor Angiogenesis,Cancer
CSF1,Malignant tumor of cervix,Cancer
CSF1,Lung Neoplasms,Cancer
CSF1,Neoplasm Metastasis,Cancer
CSF1,Mammary Neoplasms,Cancer
CSF1,Leukemia,Cancer
CSF1,Anti-Basement Membrane Glomerulonephritis,Rare Diseases
CSF1,Cervix carcinoma,Cancer
CSF1,Liver neoplasms,Cancer
CSF1,Mammary Neoplasms,Cancer
CSF1,leukemia,Cancer
CSF1,Pancreatic carcinoma,Cancer
CSF1,Alzheimer's Disease,Neurological Diseases
CSF1,Epithelial ovarian cancer,Cancer
CSF1,Malignant neoplasm of lung,Cancer
CSF1,Tumor Progression,Cancer
CSF1,Malignant neoplasm of breast,Cancer
CSF1,Liver carcinoma,Cancer
CSF1,Carcinoma of lung,Cancer
CSF1,Colon Carcinoma,Cancer
CSF1,Primary malignant neoplasm of lung,Cancer
CSF1,Breast Carcinoma,Cancer
CSF1,Secondary malignant neoplasm of bone,Cancer
CSF1,Thyroid carcinoma,Cancer
CSF1,M5b Acute differentiated monocytic leukemia,Cancer
CSF1,Small cell carcinoma of lung,Cancer
CSF1,Acute Promyelocytic Leukemia,Cancer
CSF1,Acute lymphocytic leukemia,Cancer
CSF1,Colorectal Neoplasms,Cancer
CSF1,Adenocarcinoma,Cancer
CSF1,Malignant tumor of colon,Cancer
CSF1,ovarian neoplasm,Cancer
CSF1,Myeloid Leukemia,Cancer
CSF1,Prostatic Neoplasms,Cancer
CSF1,Malignant neoplasm of endometrium,Cancer
CSF1,Uterine Corpus Cancer,Cancer
CSF1,Squamous cell carcinoma,Cancer
CSF1,Endometrial adenocarcinoma,Cancer
CSF1,Pancreatic Neoplasm,Cancer
CSF1,precancerous lesions,Cancer
CSF1,Solid Neoplasm,Cancer
CSF1,Endometrial Carcinoma,Cancer
CSF1,Acute myelomonocytic leukemia,Cancer
CSF1,Colorectal Carcinoma,Cancer
CSF1,Uterine Cervical Neoplasm,Cancer
CSF1,Myeloid Leukemia,Cancer
CSF1,Neoplasms,Cancer
CSF1,Sarcoma,Cancer
CSF1,Secondary malignant neoplasm of lymph node,Cancer
CSF1,Colorectal Cancer,Cancer
CSF1,Invasive carcinoma of breast,Cancer
CSF1,Monocytic leukemia,Cancer
CSF1,Precursor Cell Lymphoblastic Leukemia Lymphoma,Cancer
CSF1,Stage IV Ovarian Carcinoma,Cancer
CSF1,Malignant neoplasm of thyroid,Cancer
CSF1,Secondary malignant neoplasm of liver,Cancer
CSF1,Kidney Neoplasm,Cancer
CSF1,Papillary thyroid carcinoma,Cancer
