"BioGRID Interaction ID","Entrez Gene ID for Interactor A","Entrez Gene ID for Interactor B","BioGRID ID for Interactor A","BioGRID ID for Interactor B","Systematic name for Interactor A","Systematic name for Interactor B","Official symbol for Interactor A","Official symbol for Interactor B","Synonyms/Aliases for Interactor A","Synonyms/Aliases for Interactor B","Experimental System Name","Experimental System Type","First author surname of the publication","Pubmed ID","Organism ID for Interactor A","Organism ID for Interactor B","Interaction Throughput","Quantitative Score","Post Translational Modification","Phenotypes","Qualifications","Tags","Source Database"
280725,4601,4149,110686,110319,"RP11-549L6.1","-","MXI1","MAX","MAD2|MXD2|MXI|bHLHc11","bHLHd4","Two-hybrid","physical","Billin AN (1999)",10593926,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280726,83463,4149,123658,110319,"-","-","MXD3","MAX","BHLHC13|MAD3|MYX","bHLHd4","Two-hybrid","physical","Billin AN (1999)",10593926,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280730,10608,4149,115854,110319,"RP11-478C1.1","-","MXD4","MAX","MAD4|MST149|MSTP149|bHLHc12","bHLHd4","Two-hybrid","physical","Billin AN (1999)",10593926,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280731,4609,4149,110694,110319,"-","-","MYC","MAX","MRTL|MYCC|bHLHe39|c-Myc","bHLHd4","Two-hybrid","physical","Billin AN (1999)",10593926,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280745,1271,23529,107671,117075,"RP11-296L22.1","-","CNTFR","CLCF1","-","BSF-3|BSF3|CISS2|CLC|NNT-1|NNT1|NR6","Affinity Capture-Western","physical","Plun-Favreau H (2001)",11285233,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280746,1271,23529,107671,117075,"RP11-296L22.1","-","CNTFR","CLCF1","-","BSF-3|BSF3|CISS2|CLC|NNT-1|NNT1|NR6","Co-purification","physical","Plun-Favreau H (2001)",11285233,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280762,983,7157,107420,113010,"-","-","CDK1","TP53","CDC2|CDC28A|P34CDC2","BCC7|LFS1|P53|TRP53","Biochemical Activity","physical","Luciani MG (2000)",10884347,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
280763,1017,7157,107452,113010,"-","-","CDK2","TP53","CDKN2|p33(CDK2)","BCC7|LFS1|P53|TRP53","Biochemical Activity","physical","Luciani MG (2000)",10884347,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
280764,890,7157,107331,113010,"-","-","CCNA2","TP53","CCN1|CCNA","BCC7|LFS1|P53|TRP53","Reconstituted Complex","physical","Luciani MG (2000)",10884347,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280775,10370,2033,115649,108347,"-","RP1-85F18.1","CITED2","EP300","ASD8|MRG-1|MRG1|P35SRJ|VSD2","KAT3B|RSTS2|p300","Reconstituted Complex","physical","Glenn DJ (1999)",10593900,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280777,5592,4660,111578,110743,"RP11-346D6.1","-","PRKG1","PPP1R12B","1|AAT8|PKG|PRKG1B|PRKGR1B|cGK|cGK 1|cGK1|cGKI|cGKI-BETA|cGKI-alpha","MYPT2|PP1bp55","Two-hybrid","physical","Surks HK (1999)",10567269,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280779,7106,928,112961,107366,"-","GIG2","TSPAN4","CD9","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280780,7106,975,112961,107413,"-","-","TSPAN4","CD81","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","CVID6|S5.7|TAPA1|TSPAN28","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280781,7106,3675,112961,109882,"-","-","TSPAN4","ITGA3","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280782,7106,3655,112961,109864,"-","-","TSPAN4","ITGA6","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","CD49f|ITGA6B|VLA-6","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280783,7106,3688,112961,109894,"-","RP11-479G22.2","TSPAN4","ITGB1","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280784,928,7106,107366,112961,"GIG2","-","CD9","TSPAN4","BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280785,975,7106,107413,112961,"-","-","CD81","TSPAN4","CVID6|S5.7|TAPA1|TSPAN28","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280786,3675,7106,109882,112961,"-","-","ITGA3","TSPAN4","CD49C|GAP-B3|GAPB3|ILNEB|MSK18|VCA-2|VL3A|VLA3a","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280787,3655,7106,109864,112961,"-","-","ITGA6","TSPAN4","CD49f|ITGA6B|VLA-6","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280788,3688,7106,109894,112961,"RP11-479G22.2","-","ITGB1","TSPAN4","CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB","NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4","Affinity Capture-Western","physical","Tachibana I (1997)",9360996,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280794,6446,4734,112344,110811,"RP1-188K17.1","PIG53","SGK1","NEDD4","SGK","NEDD4-1|RPF1","Reconstituted Complex","physical","Snyder PM (2002)",11696533,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280806,2316,3695,108605,109901,"XX-FW83128A1.1","-","FLNA","ITGB7","ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD","-","Reconstituted Complex","physical","Calderwood DA (2001)",11781567,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280807,998,10458,107433,115721,"RP1-224A6.5","-","CDC42","BAIAP2","CDC42Hs|G25K","BAP2|FLAF3|IRSP53","Affinity Capture-Western","physical","Krugmann S (2001)",11696321,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280808,10458,998,115721,107433,"-","RP1-224A6.5","BAIAP2","CDC42","BAP2|FLAF3|IRSP53","CDC42Hs|G25K","Reconstituted Complex","physical","Krugmann S (2001)",11696321,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280809,10458,55740,115721,120858,"-","RP11-496N12.7","BAIAP2","ENAH","BAP2|FLAF3|IRSP53","ENA|MENA|NDPP1","Reconstituted Complex","physical","Krugmann S (2001)",11696321,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280829,29127,116369,118892,125501,"-","RP11-482O9.1","RACGAP1","SLC26A8","CYK4|HsCYK-4|ID-GAP|MgcRacGAP","SPGF3|TAT1","Two-hybrid","physical","Toure A (2001)",11278976,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280830,29127,116369,118892,125501,"-","RP11-482O9.1","RACGAP1","SLC26A8","CYK4|HsCYK-4|ID-GAP|MgcRacGAP","SPGF3|TAT1","Reconstituted Complex","physical","Toure A (2001)",11278976,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280832,23645,7247,117172,113098,"-","-","PPP1R15A","TSN","GADD34","BCLF-1|C3PO|RCHF1|REHF-1|TBRBP|TRSLN","Two-hybrid","physical","Hasegawa T (1999)",10434033,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280833,23645,7247,117172,113098,"-","-","PPP1R15A","TSN","GADD34","BCLF-1|C3PO|RCHF1|REHF-1|TBRBP|TRSLN","Reconstituted Complex","physical","Hasegawa T (1999)",10434033,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280843,3643,2887,109854,109144,"-","-","INSR","GRB10","CD220|HHF5","GRB-IR|Grb-10|IRBP|MEG1|RSS","Two-hybrid","physical","Liu F (1995)",7479769,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280844,2887,3643,109144,109854,"-","-","GRB10","INSR","GRB-IR|Grb-10|IRBP|MEG1|RSS","CD220|HHF5","Affinity Capture-Western","physical","Liu F (1995)",7479769,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280845,2887,3643,109144,109854,"-","-","GRB10","INSR","GRB-IR|Grb-10|IRBP|MEG1|RSS","CD220|HHF5","Reconstituted Complex","physical","Liu F (1995)",7479769,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280848,4088,4149,110263,110319,"-","-","SMAD3","MAX","HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3","bHLHd4","Reconstituted Complex","physical","Grinberg AV (2003)",12551947,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280850,4089,4149,110264,110319,"-","-","SMAD4","MAX","DPC4|JIP|MADH4|MYHRS","bHLHd4","Reconstituted Complex","physical","Grinberg AV (2003)",12551947,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280853,7430,3383,113271,109610,"-","-","EZR","ICAM1","CVIL|CVL|HEL-S-105|VIL2","BB2|CD54|P3.58","Reconstituted Complex","physical","Heiska L (1998)",9705328,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280854,7430,3384,113271,109611,"-","-","EZR","ICAM2","CVIL|CVL|HEL-S-105|VIL2","CD102","Reconstituted Complex","physical","Heiska L (1998)",9705328,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280855,7430,3385,113271,109612,"-","-","EZR","ICAM3","CVIL|CVL|HEL-S-105|VIL2","CD50|CDW50|ICAM-R","Reconstituted Complex","physical","Heiska L (1998)",9705328,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280856,7430,3383,113271,109610,"-","-","EZR","ICAM1","CVIL|CVL|HEL-S-105|VIL2","BB2|CD54|P3.58","Affinity Capture-Western","physical","Heiska L (1998)",9705328,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280857,7430,3384,113271,109611,"-","-","EZR","ICAM2","CVIL|CVL|HEL-S-105|VIL2","CD102","Affinity Capture-Western","physical","Heiska L (1998)",9705328,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280865,3297,2959,109530,109214,"-","RP11-82K18.1","HSF1","GTF2B","HSTF1","TF2B|TFIIB","Reconstituted Complex","physical","Yuan CX (2000)",11005381,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280866,6629,6627,112513,112511,"-","-","SNRPB2","SNRPA1","Msl1","Lea1","Co-crystal Structure","physical","Price SR (1998)",9716128,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280880,708,5578,107169,111564,"-","-","C1QBP","PRKCA","GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32","AAG6|PKC-alpha|PKCA|PRKACA","Reconstituted Complex","physical","Storz P (2000)",10831594,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280881,708,5580,107169,111566,"-","-","C1QBP","PRKCD","GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32","ALPS3|CVID9|MAY1|PKCD|nPKC-delta","Reconstituted Complex","physical","Storz P (2000)",10831594,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280883,708,5578,107169,111564,"-","-","C1QBP","PRKCA","GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32","AAG6|PKC-alpha|PKCA|PRKACA","Affinity Capture-Western","physical","Storz P (2000)",10831594,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280884,708,5580,107169,111566,"-","-","C1QBP","PRKCD","GC1QBP|HABP1|SF2p32|gC1Q-R|gC1qR|p32","ALPS3|CVID9|MAY1|PKCD|nPKC-delta","Affinity Capture-Western","physical","Storz P (2000)",10831594,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280892,1944,2045,108264,108359,"-","-","EFNA3","EPHA7","EFL2|EPLG3|Ehk1-L|LERK3","EHK-3|EHK3|EK11|HEK11","Affinity Capture-Western","physical","Janis LS (1999)",10366629,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280895,57586,57586,121638,121638,"-","-","SYT13","SYT13","-","-","Reconstituted Complex","physical","Fukuda M (2001)",11171101,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280896,57586,9378,121638,114779,"-","-","SYT13","NRXN1","-","Hs.22998|PTHSL2|SCZD17","Reconstituted Complex","physical","Fukuda M (2001)",11171101,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280901,57556,51466,121612,119556,"-","-","SEMA6A","EVL","HT018|SEMA|SEMA6A1|SEMAQ|VIA","RNB6","Affinity Capture-Western","physical","Klostermann A (2000)",10993894,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280908,2261,2254,108552,108545,"-","-","FGFR3","FGF9","ACH|CD333|CEK2|HSFGFR3EX|JTK4","FGF-9|GAF|HBFG-9|HBGF-9|SYNS3","Reconstituted Complex","physical","Santos-Ocampo S (1996)",8576175,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280911,2261,2246,108552,108537,"-","-","FGFR3","FGF1","ACH|CD333|CEK2|HSFGFR3EX|JTK4","AFGF|ECGF|ECGF-beta|ECGFA|ECGFB|FGF-1|FGF-alpha|FGFA|GLIO703|HBGF-1|HBGF1","Reconstituted Complex","physical","Santos-Ocampo S (1996)",8576175,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280941,3667,3480,109874,109701,"-","-","IRS1","IGF1R","HIRS-1","CD221|IGFIR|IGFR|JTK13","Two-hybrid","physical","Dey BR (1996)",8776723,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280942,3480,3667,109701,109874,"-","-","IGF1R","IRS1","CD221|IGFIR|IGFR|JTK13","HIRS-1","Two-hybrid","physical","Dey BR (1996)",8776723,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280953,5336,9846,111352,115181,"RP11-510J16.3","-","PLCG2","GAB2","APLAID|FCAS3|PLC-IV|PLC-gamma-2","-","Affinity Capture-Western","physical","Boudot C (2002)",12135708,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280954,5336,5781,111352,111745,"RP11-510J16.3","-","PLCG2","PTPN11","APLAID|FCAS3|PLC-IV|PLC-gamma-2","BPTP3|CFC|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2","Affinity Capture-Western","physical","Boudot C (2002)",12135708,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280955,5781,5336,111745,111352,"-","RP11-510J16.3","PTPN11","PLCG2","BPTP3|CFC|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2","APLAID|FCAS3|PLC-IV|PLC-gamma-2","Affinity Capture-Western","physical","Boudot C (2002)",12135708,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280957,9846,5336,115181,111352,"-","RP11-510J16.3","GAB2","PLCG2","-","APLAID|FCAS3|PLC-IV|PLC-gamma-2","Affinity Capture-Western","physical","Boudot C (2002)",12135708,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280959,6464,5336,112361,111352,"RP11-307C12.1","RP11-510J16.3","SHC1","PLCG2","SHC|SHCA","APLAID|FCAS3|PLC-IV|PLC-gamma-2","Affinity Capture-Western","physical","Boudot C (2002)",12135708,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280964,9021,2057,114488,108371,"-","-","SOCS3","EPOR","ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3","EPO-R","Affinity Capture-Western","physical","Sasaki A (2000)",10882725,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280965,2057,9021,108371,114488,"-","-","EPOR","SOCS3","EPO-R","ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3","Affinity Capture-Western","physical","Sasaki A (2000)",10882725,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280966,9021,2057,114488,108371,"-","-","SOCS3","EPOR","ATOD4|CIS3|Cish3|SOCS-3|SSI-3|SSI3","EPO-R","Reconstituted Complex","physical","Sasaki A (2000)",10882725,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280980,56616,330,121157,106827,"hCG_1782202","-","DIABLO","BIRC3","DFNA64|SMAC","AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2","Affinity Capture-Western","physical","Verhagen AM (2000)",10929712,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280988,598,638,107070,107107,"RP5-857M17.3","-","BCL2L1","BIK","BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS","BIP1|BP4|NBK","Affinity Capture-Western","physical","Jiang A (2001)",11342619,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280992,5300,7157,111317,113010,"-","-","PIN1","TP53","DOD|UBL5","BCC7|LFS1|P53|TRP53","Reconstituted Complex","physical","Wulf GM (2002)",12388558,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280993,7157,5300,113010,111317,"-","-","TP53","PIN1","BCC7|LFS1|P53|TRP53","DOD|UBL5","Affinity Capture-Western","physical","Wulf GM (2002)",12388558,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280994,1975,26986,108291,117939,"-","-","EIF4B","PABPC1","EIF-4B|PRO1843","PAB1|PABP|PABP1|PABPC2|PABPL1","Reconstituted Complex","physical","Bushell M (2001)",11274152,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
280999,5566,10645,111553,115889,"-","-","PRKACA","CAMKK2","PKACA","CAMKK|CAMKKB","Biochemical Activity","physical","Matsushita M (1999)",10187789,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281004,25747,8204,247775,113843,"-","-","Ppara","NRIP1","PPAR","RIP140","Two-hybrid","physical","Treuter E (1998)",9626662,"Rattus norvegicus","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281005,5465,8204,111461,113843,"SC22CB-5E3.5","-","PPARA","NRIP1","NR1C1|PPAR|PPARalpha|hPPAR","RIP140","Reconstituted Complex","physical","Treuter E (1998)",9626662,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281006,5468,8204,111464,113843,"-","-","PPARG","NRIP1","CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma","RIP140","Reconstituted Complex","physical","Treuter E (1998)",9626662,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281007,7067,8204,112923,113843,"-","-","THRA","NRIP1","AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|c-ERBA-1","RIP140","Reconstituted Complex","physical","Treuter E (1998)",9626662,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281008,6257,8204,112169,113843,"DADB-100D22.1","-","RXRB","NRIP1","DAUDI6|H-2RIIBP|NR2B2|RCoR-1","RIP140","Reconstituted Complex","physical","Treuter E (1998)",9626662,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281010,7528,4609,113360,110694,"-","-","YY1","MYC","DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1","MRTL|MYCC|bHLHe39|c-Myc","Two-hybrid","physical","Shrivastava A (1993)",8266081,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281011,7528,4609,113360,110694,"-","-","YY1","MYC","DELTA|INO80S|NF-E1|UCRBP|YIN-YANG-1","MRTL|MYCC|bHLHe39|c-Myc","Reconstituted Complex","physical","Shrivastava A (1993)",8266081,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281015,8431,2099,114012,108403,"-","RP1-130E4.1","NR0B2","ESR1","SHP|SHP1","ER|ESR|ESRA|ESTRR|Era|NR3A1","Two-hybrid","physical","Seol W (1998)",9773978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281016,8431,5914,114012,111849,"-","-","NR0B2","RARA","SHP|SHP1","NR1B1|RAR","Two-hybrid","physical","Seol W (1998)",9773978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281017,8431,2099,114012,108403,"-","RP1-130E4.1","NR0B2","ESR1","SHP|SHP1","ER|ESR|ESRA|ESTRR|Era|NR3A1","Reconstituted Complex","physical","Seol W (1998)",9773978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281018,8431,5914,114012,111849,"-","-","NR0B2","RARA","SHP|SHP1","NR1B1|RAR","Reconstituted Complex","physical","Seol W (1998)",9773978,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281019,4851,51176,110913,119354,"-","-","NOTCH1","LEF1","AOS5|AOVD1|TAN1|hN1","LEF-1|TCF10|TCF1ALPHA|TCF7L3","Reconstituted Complex","physical","Ross DA (2001)",11604490,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281115,1408,1408,107798,107798,"-","-","CRY2","CRY2","HCRY2|PHLL2","HCRY2|PHLL2","Biochemical Activity","physical","Ozguer S (2006)",17073458,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281143,7531,3667,113363,109874,"-","-","YWHAE","IRS1","14-3-3E|HEL2|KCIP-1|MDCR|MDS","HIRS-1","Reconstituted Complex","physical","Craparo A (1997)",9111084,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281144,3667,7531,109874,113363,"-","-","IRS1","YWHAE","HIRS-1","14-3-3E|HEL2|KCIP-1|MDCR|MDS","Two-hybrid","physical","Craparo A (1997)",9111084,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281148,5147,3265,111173,109501,"-","-","PDE6D","HRAS","JBTS22|PDED","C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras","Two-hybrid","physical","Nancy V (2002)",11786539,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281160,9939,10482,115265,115745,"HSPC114","-","RBM8A","NXF1","BOV-1A|BOV-1B|BOV-1C|C1DELq21.1|DEL1q21.1|MDS014|RBM8|RBM8B|TAR|Y14|ZNRP|ZRNP1","MEX67|TAP","Reconstituted Complex","physical","Kataoka N (2001)",11707413,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281161,4116,10482,110290,115745,"RP5-1024G6.4","-","MAGOH","NXF1","MAGOH1|MAGOHA","MEX67|TAP","Reconstituted Complex","physical","Kataoka N (2001)",11707413,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281163,4116,10482,110290,115745,"RP5-1024G6.4","-","MAGOH","NXF1","MAGOH1|MAGOHA","MEX67|TAP","Affinity Capture-Western","physical","Kataoka N (2001)",11707413,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281177,54972,3309,120309,109541,"-","-","TMEM132A","HSPA5","GBP|HSPA5BP1","BIP|GRP78|HEL-S-89n|MIF2","Reconstituted Complex","physical","Oh-hashi K (2003)",12514190,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281183,997,1460,107432,107843,"-","DADB-127H9.2","CDC34","CSNK2B","E2-CDC34|UBC3|UBCH3|UBE2R1","CK2B|CK2N|CSK2B|G5A","Reconstituted Complex","physical","Block K (2001)",11546811,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281184,1460,997,107843,107432,"DADB-127H9.2","-","CSNK2B","CDC34","CK2B|CK2N|CSK2B|G5A","E2-CDC34|UBC3|UBCH3|UBE2R1","Affinity Capture-Western","physical","Block K (2001)",11546811,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281185,1460,997,107843,107432,"DADB-127H9.2","-","CSNK2B","CDC34","CK2B|CK2N|CSK2B|G5A","E2-CDC34|UBC3|UBCH3|UBE2R1","Biochemical Activity","physical","Block K (2001)",11546811,"Homo sapiens","Homo sapiens","Low Throughput","-","Phosphorylation","-","-","-","BIOGRID"
281197,1025,997,107459,107432,"RP11-228B15.5","-","CDK9","CDC34","C-2k|CDC2L4|CTK1|PITALRE|TAK","E2-CDC34|UBC3|UBCH3|UBE2R1","Reconstituted Complex","physical","Kiernan RE (2001)",11689688,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
281199,1025,997,107459,107432,"RP11-228B15.5","-","CDK9","CDC34","C-2k|CDC2L4|CTK1|PITALRE|TAK","E2-CDC34|UBC3|UBCH3|UBE2R1","Affinity Capture-Western","physical","Kiernan RE (2001)",11689688,"Homo sapiens","Homo sapiens","Low Throughput","-","-","-","-","-","BIOGRID"
