Id,Type
Hypertrophy of supraorbital margins,Disease
Dehydrated hereditary stomatocytosis ORPHA:3202,Disease
Chilblain lupus 1,Disease
Anal intraepithelial neoplasia,Disease
TBX19,Gene
DEAFNESS AUTOSOMAL RECESSIVE (disorder),Disease
Mitochondrial neurogastrointestinal encephalomyopathy ORPHA:298,Disease
Essential Hypertension,Disease
Blood pressure finding,Disease
CHST4,Gene
Pichinde mammarenavirus N protein,Pathogen
Peri-Implantitis,Disease
Cryptogenic multifocal ulcerous stenosing enteritis ORPHA:468635,Disease
Combined oxidative phosphorylation defect type 25 ORPHA:447954,Disease
HUNTINGTON DISEASE-LIKE 2,Disease
Lower limb hyperreflexia,Disease
Hyperphagia,Disease
ERI1,Gene
Barth syndrome ORPHA:111,Disease
Campomelic dysplasia ORPHA:140,Disease
West Nile virus lineage 2 excised_polyprotein 1..791 (gene: flavivirus polyprotein),Pathogen
Diffuse cutaneous systemic sclerosis ORPHA:220393,Disease
Gingival Hemorrhage,Disease
Isolated scaphocephaly ORPHA:35093,Disease
Human papillomavirus 113 E7 protein (gene: E7),Pathogen
Norovirus Hu/Norwalk/10116/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Bacterial susceptibility due to TLR signaling pathway deficiency ORPHA:183713,Disease
Cortical Dysplasia With Other Brain Malformations,Disease
Spinocerebellar ataxia type 4 ORPHA:98765,Disease
Joubert syndrome with ocular defect ORPHA:220493,Disease
Corneal intraepithelial dyskeratosis-palmoplantar hyperkeratosis-laryngeal dyskeratosis syndrome ORPHA:352662,Disease
Acute myeloid leukemia with CEBPA somatic mutations ORPHA:319480,Disease
Ebstein malformation of the tricuspid valve ORPHA:1880,Disease
Congenital Long QT Syndrome,Disease
Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement ORPHA:31043,Disease
X-linked spasticity-intellectual disability-epilepsy syndrome ORPHA:3175,Disease
Molluscum contagiosum virus subtype 1 MC033L (gene: MC033L),Pathogen
Modoc virus non-structural protein 3,Pathogen
Malignant neoplasm of vulva,Disease
Alzheimer Disease,Disease
X-linked myotubular myopathy-abnormal genitalia syndrome ORPHA:456328,Disease
Congenital contractural arachnodactyly,Disease
Human betacoronavirus 2c England-Qatar/2012 ORF1ab,Pathogen
Primary dystonia DYT6 type ORPHA:98806,Disease
Mitral Valve Prolapse,Disease
Hemolytic anemia due to diphosphoglycerate mutase deficiency ORPHA:714,Disease
Hydrops Fetalis,Disease
Horsepox virus HSPV011a,Pathogen
Renal agenesis bilateral ORPHA:1848,Disease
Acromesomelic dysplasia Maroteaux type ORPHA:40,Disease
Pyle metaphyseal dysplasia,Disease
Autoimmune Primary Adrenal Insufficiency,Disease
Nerve Sheath Tumors,Disease
Fanconi-Bickel Syndrome,Disease
Marfan syndrome type 2 ORPHA:284973,Disease
Human rhinovirus QCE 3C,Pathogen
Mitochondrial myopathy and sideroblastic anemia ORPHA:2598,Disease
Renal hypertension,Disease
High-Grade Prostatic Intraepithelial Neoplasia,Disease
Benign neonatal epilepsy,Disease
Creutzfeldt-Jakob disease,Disease
Familial primary localized cutaneous amyloidosis ORPHA:353220,Disease
CDKN1C,Gene
Dizziness,Disease
Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome ORPHA:466688,Disease
FGD3,Gene
Hyperinsulinism due to HNF1A deficiency ORPHA:324575,Disease
Macacine alphaherpesvirus 1 serine/threonine protein kinase US3 (gene: US3),Pathogen
Mitral Valve Prolapse Syndrome,Disease
Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome ORPHA:508498,Disease
Crouzon syndrome-acanthosis nigricans syndrome ORPHA:93262,Disease
Abetalipoproteinemia ORPHA:14,Disease
Hemoglobin D disease ORPHA:90039,Disease
Forgetful,Disease
Lissencephaly syndrome Norman-Roberts type ORPHA:89844,Disease
Osteosarcoma ORPHA:668,Disease
Posterior polar cataract,Disease
Abnormality of coagulation,Disease
Cowpox virus CPXV027 protein (gene: CPXV027 CDS),Pathogen
Increased megakaryocyte count,Disease
Cryopyrin-Associated Periodic Syndromes,Disease
Waardenburg syndrome type 2 ORPHA:895,Disease
Horsepox virus HSPV033b (Ankyrin repeats),Pathogen
Proximal myotonic myopathy ORPHA:606,Disease
Variola virus hypothetical protein (gene: B1R),Pathogen
Peeling skin syndrome type B ORPHA:263553,Disease
Overgrowth,Disease
Brain Stem Compression,Disease
Mature B-Cell Non-Hodgkin Lymphoma,Disease
Camptodactyly Of Fingers,Disease
Pontoneocerebellar Hypoplasia,Disease
NLRP12-associated hereditary periodic fever syndrome ORPHA:247868,Disease
Bone neoplasms,Disease
Leigh Disease,Disease
HSD10 disease neonatal type ORPHA:391457,Disease
Beckwith-Wiedemann syndrome due to CDKN1C mutation ORPHA:231120,Disease
Blepharospasm,Disease
Generalized joint laxity,Disease
Malignant neoplasm of gallbladder,Disease
Seminoma,Disease
Human adenovirus 21a DNA polymerase (gene: E2B),Pathogen
Hypothalamic gonadotropin-releasing hormone deficiency,Disease
Human immunodeficiency virus 2 full_polyprotein 1..1550 (gene: gag-pol),Pathogen
Asthma,Disease
Horsepox virus HSPV201a (ankyrin repeats),Pathogen
Isolated cloverleaf skull syndrome ORPHA:2343,Disease
Variola virus Ser/Thr kinase (gene: C14L),Pathogen
Exophthalmos,Disease
Fetal akinesia-cerebral and retinal hemorrhage syndrome ORPHA:363409,Disease
Chest Pain,Disease
Focal white matter lesions,Disease
Pointed tooth,Disease
Migraine Disorders,Disease
Uremia,Disease
Mandibular hypoplasia-deafness-progeroid features-lipodystrophy syndrome ORPHA:363649,Disease
Neuroblastoma,Disease
X-linked Ehlers-Danlos syndrome ORPHA:75497,Disease
Multiple epiphyseal dysplasia Beighton type ORPHA:166011,Disease
Midline interhemispheric variant of holoprosencephaly ORPHA:93926,Disease
Multiple synostoses syndrome ORPHA:3237,Disease
Macrocephaly-intellectual disability-autism syndrome ORPHA:210548,Disease
Deafness,Disease
Food Allergy,Disease
Human papillomavirus type 2 E2 protein (gene: E2),Pathogen
Parkinsonian Disorders,Disease
Lower limb muscle hypotrophy,Disease
Rubinstein-Taybi syndrome due to EP300 haploinsufficiency ORPHA:353284,Disease
Sensory Neuropathy,Disease
Spinocerebellar ataxia type 43 ORPHA:497764,Disease
Osteoporosis with pseudoglioma,Disease
Toe-walking gait,Disease
Brachydactyly type A2 ORPHA:93396,Disease
Tangier disease ORPHA:31150,Disease
Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement ORPHA:168953,Disease
FLNA-related X-linked myxomatous valvular dysplasia ORPHA:555877,Disease
Autosomal recessive spastic paraplegia type 59 ORPHA:401795,Disease
Malignant Squamous Cell Neoplasm,Disease
Molluscum contagiosum virus subtype 1 MC099R (gene: MC099R),Pathogen
Epistaxis,Disease
PYCR2-related microcephaly-progressive leukoencephalopathy ORPHA:481152,Disease
Autosomal dominant polycystic kidney disease ORPHA:730,Disease
Major Depressive Disorder,Disease
Early Rheumatoid Arthritis,Disease
Amblyopia,Disease
Combined pituitary hormone deficiencies genetic forms ORPHA:95494,Disease
Human immunodeficiency virus II infection,Disease
Aplasia/Hypoplasia of the cerebellum,Disease
Channelopathies,Disease
Primary dystonia DYT4 type ORPHA:98805,Disease
Nephrotic Syndrome,Disease
Norovirus Hu/Norwalk/20135/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Alveolar soft tissue sarcoma ORPHA:163699,Disease
Hypoplastic amelogenesis imperfecta ORPHA:100031,Disease
Tooth size discrepancy,Disease
No development of motor milestones,Disease
Sindbis virus infection,Disease
Lubs X-linked mental retardation syndrome,Disease
Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency ORPHA:397593,Disease
Demyelinating Diseases,Disease
Vomiting,Disease
Kuru ORPHA:454745,Disease
Opsoclonus,Disease
Fetal encasement syndrome ORPHA:465824,Disease
Hamartoma,Disease
Human adenovirus 49 pIVa2,Pathogen
Variola virus hypothetical protein (gene: D13L),Pathogen
Cervicothoracic spina bifida cystica ORPHA:268766,Disease
Fuhrmann syndrome ORPHA:2854,Disease
Dentinogenesis Imperfecta,Disease
Beta-sarcoglycan-related  limb-girdle muscular dystrophy R4 ORPHA:119,Disease
H syndrome ORPHA:168569,Disease
Compression fracture of vertebral column,Disease
CDH1,Gene
Cowpox virus CPXV006 protein (gene: CPXV006 CDS),Pathogen
Autosomal recessive spastic ataxia with leukoencephalopathy ORPHA:314603,Disease
Sinus Thrombosis Intracranial,Disease
Toriello-Lacassie-Droste syndrome ORPHA:3339,Disease
Norovirus Hu/GII/10037/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
HSD10 disease infantile type ORPHA:391428,Disease
Narrow skull shape,Disease
Childhood asthma,Disease
Gangrene,Disease
Hyperplasia,Disease
Congenital non-bullous ichthyosiform erythroderma ORPHA:79394,Disease
GDF11,Gene
Increased drug resistance,Disease
Pseudohypoparathyroidism type 1C ORPHA:79444,Disease
Neurologic Symptoms,Disease
Left-Sided Heart Failure,Disease
Obesity,Disease
Pancreatitis,Disease
46 XY Disorders of Sex Development,Disease
Vaccinia virus Ankara soluble and cell surface interferon-alpha/beta receptor,Pathogen
Secondary malignant neoplasm of ovary,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2K ORPHA:99944,Disease
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) HA1 (gene: HA),Pathogen
Hereditary methemoglobinemia ORPHA:621,Disease
Alzheimer Disease Early Onset,Disease
Acute leukemia,Disease
Short metacarpal,Disease
Human papillomavirus type 45 early protein (gene: E7),Pathogen
Abnormal platelet morphology,Disease
NON RARE IN EUROPE: Lactase non-persistence in adulthood ORPHA:319681,Disease
gliosarcoma,Disease
Idiopathic juvenile osteoporosis ORPHA:85193,Disease
Paroxysmal dystonic choreathetosis with episodic ataxia and spasticity ORPHA:53583,Disease
drug response,Disease
Hip joint varus deformity - observation,Disease
Congenital non-communicating hydrocephalus ORPHA:269510,Disease
Atypical polypoid adenomyoma,Disease
Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome ORPHA:83473,Disease
Bronchogenic Carcinoma,Disease
Hemolytic anemia due to glucophosphate isomerase deficiency ORPHA:712,Disease
Huntington disease ORPHA:399,Disease
Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency ORPHA:453521,Disease
Dent disease type 2 ORPHA:93623,Disease
Ocular Albinism,Disease
TNF receptor-associated periodic fever syndrome (TRAPS),Disease
Delirium Dementia Amnestic Cognitive Disorders,Disease
Isolated focal non-epidermolytic palmoplantar keratoderma ORPHA:448264,Disease
Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome ORPHA:444077,Disease
Arthritis,Disease
Early-onset progressive neurodegeneration-blindness-ataxia-spasticity syndrome ORPHA:352654,Disease
Non-Hodgkin Lymphoma,Disease
Nephropathy With Pretibial Epidermolysis Bullosa And Deafness,Disease
Arsenic Induced Polyneuropathy,Disease
Hypertrophic disorder of skin unspecified,Disease
Mood Disorder,Disease
Dyskinetic syndrome,Disease
Gaucher Disease,Disease
MERRF ORPHA:551,Disease
Progressive night blindness,Disease
Orofaciodigital syndrome type 5 ORPHA:2919,Disease
Epidermolysis bullosa simplex with pyloric atresia ORPHA:158684,Disease
Coronary Aneurysm,Disease
PIGB,Gene
Norovirus Hu/GII/BG1C0204/2011/BGD capsid protein VP1 (gene: VP1),Pathogen
Neoplasm of uncertain or unknown behavior of stomach,Disease
Migraine,Disease
Headache,Disease
Seizures-scoliosis-macrocephaly syndrome ORPHA:466926,Disease
Cystadenocarcinoma Mucinous,Disease
Vaccinia virus hypothetical protein,Pathogen
Fanconi-Bickel syndrome ORPHA:2088,Disease
HS6ST1,Gene
Terminal tremor,Disease
KLF4,Gene
Diabetes,Disease
Familial expansile osteolysis ORPHA:85195,Disease
Marinesco-Sjogren syndrome ORPHA:559,Disease
Human adenovirus 41 E2A DBP,Pathogen
Norovirus Hu/Norwalk/10137/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Hyperinsulinism due to HNF4A deficiency ORPHA:263455,Disease
SLC35A1-CDG ORPHA:238459,Disease
Kyasanur Forest disease virus NS3,Pathogen
Isolated brachycephaly ORPHA:35099,Disease
Autosomal dominant spastic paraplegia type 73 ORPHA:444099,Disease
Monkeypox virus ser/thr kinase,Pathogen
Adult-onset cervical dystonia DYT23 type ORPHA:420492,Disease
Congenital Hypoplasia Of Penis,Disease
Auditory neuropathy-optic atrophy syndrome ORPHA:542585,Disease
Autosomal recessive generalized dystrophic epidermolysis bullosa severe form ORPHA:79408,Disease
Human adenovirus 16 DNA polymerase (gene: E2B),Pathogen
Fructose-16-bisphosphatase deficiency ORPHA:348,Disease
Alazami syndrome ORPHA:319671,Disease
Leukemia Plasma Cell,Disease
Influenza A virus (A/New York/602/1996(H3N2)) neuraminidase (gene: NA),Pathogen
Myopathy,Disease
Acetazolamide-responsive myotonia ORPHA:99736,Disease
Congenital reticular ichthyosiform erythroderma ORPHA:281190,Disease
Adult type dermatomyositis,Disease
Currarino syndrome ORPHA:1552,Disease
Norovirus GII/Hu/TW/2012/GII.Pe_GII.4_Sydney2012/Taipei/108 VP1 (gene: VP1),Pathogen
Insulin resistance in diabetes,Disease
Congenital myopathy with reduced type 2 muscle fibers ORPHA:544602,Disease
Flexion contractures of joints,Disease
Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome ORPHA:397623,Disease
Classical Ehlers-Danlos syndrome ORPHA:287,Disease
Cerebral Atrophy,Disease
Cartilage-hair hypoplasia,Disease
ALG6-CDG ORPHA:79320,Disease
Atrial Fibrillation,Disease
Genital ulcers,Disease
Mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis ORPHA:93279,Disease
Malignant Peripheral Nerve Sheath Tumor,Disease
Acral peeling skin syndrome ORPHA:263534,Disease
Short stature-onychodysplasia-facial dysmorphism-hypotrichosis syndrome ORPHA:314394,Disease
Marden-Walker syndrome ORPHA:2461,Disease
Lingual-Facial-Buccal Dyskinesia,Disease
Motor Neuron Disease,Disease
Malignant tumor of cervix,Disease
Invasive carcinoma of breast,Disease
Respiratory Distress Syndrome,Disease
Influenza A virus (A/New York/599/1996(H3N2)) matrix protein 1 (gene: M1),Pathogen
Fibrillation,Disease
Glycogen storage disease due to muscle glycogen phosphorylase deficiency ORPHA:368,Disease
T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency ORPHA:169154,Disease
Cortical gyral simplification,Disease
Esophagus Neoplasm,Disease
Glycogen storage disease due to muscle phosphofructokinase deficiency ORPHA:371,Disease
Ataxia Telangiectasia,Disease
Adenolymphoma,Disease
Severe intellectual disability-progressive spastic diplegia syndrome ORPHA:404473,Disease
Branchio-oculo-facial syndrome ORPHA:1297,Disease
ZNF628,Gene
Electroretinogram abnormal,Disease
CLN6 disease ORPHA:228363,Disease
Pituitary Diseases,Disease
Hyperkeratosis,Disease
Laryngeal dystonia,Disease
Low-set posteriorly rotated ears,Disease
Degeneration Of The Striatum,Disease
Pseudo-TORCH Syndrome,Disease
Freckles,Disease
Influenza A virus (A/California/07/2009(H1N1)) HA2 (gene: HA),Pathogen
Blepharophimosis,Disease
Chronic Fatigue Syndrome,Disease
Sparse scalp hair,Disease
Mycosis Fungoides,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2A2 ORPHA:99947,Disease
Alpha-N-acetylgalactosaminidase deficiency type 3 ORPHA:79281,Disease
Psychomotor regression in infants,Disease
Cognitive Disorder,Disease
TNKS1BP1,Gene
Hypoparathyroidism-sensorineural deafness-renal disease syndrome ORPHA:2237,Disease
Pyruvate dehydrogenase E3-binding protein deficiency ORPHA:255182,Disease
Familial aplasia of the vermis,Disease
Norovirus Hu/GII.4/NIHIC17.9/2013/USA protein p48 (gene: POL),Pathogen
Vitiligo,Disease
GPRIN1,Gene
Cyst,Disease
Alzheimer's Disease,Disease
Joint hyperflexibility,Disease
Isolated congenital adermatoglyphia ORPHA:289465,Disease
Peripheral demyelination,Disease
Autosomal recessive primary microcephaly ORPHA:2512,Disease
Benign hereditary chorea ORPHA:1429,Disease
Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia ORPHA:284324,Disease
Absence of secondary sex characteristics,Disease
Isolated biliary atresia ORPHA:30391,Disease
Titin-related  limb-girdle muscular dystrophy R10 ORPHA:140922,Disease
Norovirus Hu/Norwalk/10173/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Inherited neuropathies,Disease
Biliary Cirrhosis,Disease
Autosomal recessive polycystic kidney disease ORPHA:731,Disease
Leber Congenital Amaurosis,Disease
Ependymoma ORPHA:251636,Disease
Obesity due to pro-opiomelanocortin deficiency ORPHA:71526,Disease
Human adenovirus 66 100 kDa hexon assembly-associated protein (gene: L4),Pathogen
Growth retardation-mild developmental delay-chronic hepatitis syndrome ORPHA:391366,Disease
Cerebrovascular Disorders,Disease
Autosomal dominant striatal neurodegeneration ORPHA:228169,Disease
Severe Combined Immunodeficiency Disease,Disease
WFIKKN1,Gene
Cowpox virus CPXV057 protein (gene: CPXV057 CDS),Pathogen
Chronic Chagas' disease,Disease
Micromelia,Disease
Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,Disease
Campylobacter jejuni infection,Disease
Orf virus ORF072 transcription termination factor NPH-I,Pathogen
Influenza A virus (A/California/07/2009(H1N1)) polymerase PB1 (gene: PB1),Pathogen
Distal muscle weakness,Disease
X-linked non-syndromic intellectual disability ORPHA:777,Disease
Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome ORPHA:504476,Disease
Human mastadenovirus D encapsidation protein IVa2 (gene: IVa2),Pathogen
COG7-CDG ORPHA:79333,Disease
USP20,Gene
Progressive familial intrahepatic cholestasis type 5 ORPHA:480476,Disease
Spider Veins,Disease
Familial Atypical Mole Melanoma Syndrome,Disease
Small midface,Disease
Cerebrofacioarticular syndrome ORPHA:314679,Disease
Pneumococcal Infections,Disease
Human adenovirus 56 IVa2 protein (gene: IVa2),Pathogen
Spinocerebellar ataxia type 13 ORPHA:98768,Disease
Microdontia (disorder),Disease
West Nile virus SPU116/89 non-structural protein 5,Pathogen
Fleck corneal dystrophy,Disease
Paris-Trousseau thrombocytopenia ORPHA:851,Disease
Sense of smell impaired,Disease
Sideroblastic Anemia,Disease
Thrombotic Infarction Middle Cerebral Artery,Disease
Localized junctional epidermolysis bullosa ORPHA:251393,Disease
Low Birth Weights,Disease
Cardiac Lymphoma,Disease
Oral Ulcer,Disease
Tetralogy of Fallot,Disease
Hemolytic-Uremic Syndrome,Disease
Middle East respiratory syndrome-related coronavirus nsp5 protein (gene: orf1ab),Pathogen
Pancreatic Neoplasm,Disease
Human alphaherpesvirus 1 DNA polymerase catalytic subunit (gene: UL30),Pathogen
Classic hairy cell leukemia ORPHA:58017,Disease
ABri amyloidosis ORPHA:97345,Disease
Methylcobalamin deficiency type cblG ORPHA:2170,Disease
Human adenovirus 61 E3 CR1 beta,Pathogen
Hydronephrosis,Disease
Carotid Atherosclerosis,Disease
Disorder of eye,Disease
Reston ebolavirus - Reston virion spike glycoprotein precursor (gene: GP),Pathogen
Junctional epidermolysis bullosa with pyloric atresia ORPHA:79403,Disease
Reduced fetal movement,Disease
Rheumatoid Arthritis,Disease
Variola virus hypothetical protein (gene: J7R),Pathogen
Arthrogryposis-anterior horn cell disease syndrome ORPHA:53696,Disease
Bloom Syndrome,Disease
Maternal riboflavin deficiency ORPHA:411712,Disease
Familial hypocalciuric hypercalcemia type 2 ORPHA:101049,Disease
Hajdu-Cheney syndrome ORPHA:955,Disease
Spinocerebellar Ataxia Type 7,Disease
Abnormality of the dentition,Disease
Malabsorption,Disease
Lipoatrophy,Disease
Situs Inversus,Disease
ARID3B,Gene
Congenital dyserythropoietic anemia type II ORPHA:98873,Disease
Periodontal Diseases,Disease
Acute anterior uveitis,Disease
Sporadic porphyria cutanea tarda ORPHA:443057,Disease
Richieri Costa-Pereira syndrome ORPHA:3102,Disease
Proliferative diabetic retinopathy,Disease
Metastatic Melanoma,Disease
Adenoma of lung,Disease
SAT2,Gene
Ectromelia virus ERPV ankyrin,Pathogen
Astrocytoma low grade,Disease
Leukemia Large Granular Lymphocytic,Disease
airway disease,Disease
TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome ORPHA:562569,Disease
Griscelli syndrome type 3 ORPHA:79478,Disease
Nail Diseases,Disease
Idiopathic CD4 lymphocytopenia ORPHA:228000,Disease
Aortic Diseases,Disease
Beta-propeller protein-associated neurodegeneration ORPHA:329284,Disease
Cystic fibrosis ORPHA:586,Disease
Adult Myelodysplastic Syndrome,Disease
MAPKAPK2,Gene
Hypoplasia of scrotum,Disease
HIV-1 infection,Disease
Cold-induced sweating syndrome ORPHA:157820,Disease
MAP3K14,Gene
Cooley's anemia,Disease
Alcohol abuse,Disease
Cholesteatoma,Disease
Thick skull bones,Disease
Woodhouse-Sakati syndrome ORPHA:3464,Disease
Widely spaced teeth,Disease
Leukoencephalopathy with mild cerebellar ataxia and white matter edema ORPHA:363540,Disease
response to fenofibrate,Disease
PLIN3,Gene
Norovirus Hu/Norwalk/10378/2010/VNM protein p48 (gene: POL),Pathogen
Hyperparathyroidism-jaw tumor syndrome ORPHA:99880,Disease
Horsepox virus HSPV014c (ankyrin repeats),Pathogen
Ectopia Lentis,Disease
Human papillomavirus type 90 putative regulatory protein E2 (gene: E2),Pathogen
Thick skin,Disease
Late-onset junctional epidermolysis bullosa ORPHA:79406,Disease
Blast Phase,Disease
Orofacial Dyskinesia,Disease
Mitral Valve Insufficiency,Disease
Periodic hypokalemic paresis,Disease
Metabolic Diseases,Disease
Diffuse mesangial sclerosis (disorder),Disease
Middle Cerebral Artery Embolus,Disease
Mood Swings,Disease
CBS,Gene
Sebocystomatosis ORPHA:841,Disease
Congenital Kyphoscoliosis,Disease
TPPP,Gene
Bardet-Biedl syndrome ORPHA:110,Disease
Norovirus Hu/GII-4/CGMH01/2006/TW major viral capsid protein (gene: VP1),Pathogen
Stevens-Johnson syndrome ORPHA:36426,Disease
Anastomosis,Disease
Monkeypox virus Zaire-96-I-16 B17R (gene: B17R),Pathogen
Bile duct carcinoma,Disease
Idiopathic hypercalciuria ORPHA:2197,Disease
Distal hereditary motor neuropathy type 5 ORPHA:139536,Disease
Rectal Neoplasms,Disease
Apocrine Carcinoma,Disease
Aquagenic palmoplantar keratoderma ORPHA:498359,Disease
CENPA,Gene
Hypoplasia of thumb,Disease
McKusick-Kaufman syndrome ORPHA:2473,Disease
Arnold-Chiari malformation type I ORPHA:268882,Disease
Chronic atrial and intestinal dysrhythmia syndrome ORPHA:435988,Disease
Acatalasemia ORPHA:926,Disease
Oligoarticular Juvenile Idiopathic Arthritis,Disease
Reston ebolavirus polymerase complex protein (gene: VP35),Pathogen
Pigmentary iris degeneration,Disease
Catecholaminergic polymorphic ventricular tachycardia ORPHA:3286,Disease
Influenza A virus (A/Shanghai/02/2013(H7N9)) HA2 (gene: HA),Pathogen
Fragile hair,Disease
Van den Ende-Gupta syndrome ORPHA:2460,Disease
Takayasu arteritis ORPHA:3287,Disease
Anti-Basement Membrane Glomerulonephritis,Disease
Severe primary trimethylaminuria ORPHA:468726,Disease
HEMIHYPERPLASIA ISOLATED,Disease
Liver and Intrahepatic Bile Duct Epithelial Neoplasm,Disease
Autosomal dominant intermediate Charcot-Marie-Tooth disease type E ORPHA:93114,Disease
Septicaemia due to gram-negative organism unspecified,Disease
Autosomal dominant neovascular inflammatory vitreoretinopathy ORPHA:329211,Disease
X-linked centronuclear myopathy ORPHA:596,Disease
Familial hypocalciuric hypercalcemia type 3 ORPHA:101050,Disease
Endosteal hyperostosis Worth type ORPHA:2790,Disease
Angiofibroma,Disease
Hepatitis Chronic,Disease
Single tumor,Disease
Familial (FPAH),Disease
Mucopolysaccharidosis type 6 rapidly progressing ORPHA:276212,Disease
Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome ORPHA:508476,Disease
Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome ORPHA:137639,Disease
Microretrognathia,Disease
Hypomyelination neuropathy-arthrogryposis syndrome ORPHA:2680,Disease
Cowpox virus CPXV013 protein (gene: CPXV013 CDS),Pathogen
MEF2B,Gene
Atypical meningioma,Disease
Heart Diseases,Disease
Pseudohypoparathyroidism type 1B ORPHA:94089,Disease
SYNPO,Gene
Autosomal recessive cerebellar ataxia due to STUB1 deficiency ORPHA:412057,Disease
Singleton-Merten dysplasia ORPHA:85191,Disease
CEBPB,Gene
Microcephalic osteodysplastic primordial dwarfism type II ORPHA:2637,Disease
Frontonasal dysplasia-alopecia-genital anomalies syndrome ORPHA:228390,Disease
Protein C antigen measurement,Disease
Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency ORPHA:314376,Disease
Elephantiasis,Disease
AKT2-related familial partial lipodystrophy ORPHA:79085,Disease
Metopic ridging-ptosis-facial dysmorphism syndrome ORPHA:502430,Disease
Sporadic fatal insomnia ORPHA:586130,Disease
Waldenstrom Macroglobulinemia,Disease
Glycogen storage disease due to glycogen branching enzyme deficiency fatal perinatal neuromuscular form ORPHA:308655,Disease
Proximal myopathy with focal depletion of mitochondria ORPHA:521305,Disease
Renal failure in adulthood,Disease
Disease due to Parvoviridae,Disease
Brain Aneurysm,Disease
HIV Encephalopathy,Disease
High Grade Lymphoma,Disease
Becker Muscular Dystrophy,Disease
Refractory cancer,Disease
Non-obstructive Azoospermia,Disease
Aicardi Goutieres Syndrome,Disease
Norovirus Hu/GII-4/CGMH23/2010/TW major viral capsid protein (gene: VP1),Pathogen
Non-Syndromic Intellectual Disability,Disease
GNB5-related intellectual disability-cardiac arrhythmia syndrome ORPHA:542306,Disease
Charcot-Marie-Tooth disease type 4J ORPHA:139515,Disease
Pallister-Hall syndrome ORPHA:672,Disease
Adult T Acute Lymphoblastic Leukemia,Disease
Infantile nephronophthisis ORPHA:93591,Disease
Leukemia T-Cell,Disease
Isolated growth hormone deficiency type II ORPHA:231679,Disease
SERTAD2,Gene
Human papillomavirus type 62 putative transforming protein E7 (gene: E7),Pathogen
Gordon syndrome ORPHA:376,Disease
Vaccinia virus IMV membrane protein (gene: D8L),Pathogen
Human papillomavirus type 52 early protein (gene: E2),Pathogen
Birthmark,Disease
Amyloidosis,Disease
Karshi virus (Royal Farm virus) full_polyprotein 1..3416,Pathogen
Norovirus Hu/Norwalk/10051/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME NONDELETION TYPE X-LINKED,Disease
Spastic Paraplegia,Disease
Severe B lymphocytopenia,Disease
Variola virus S-S bond formation pathway protein (gene: C13L),Pathogen
Severe congenital neutropenia,Disease
Multinodular goiter,Disease
Skin Pigmentation Disorder,Disease
Human adenovirus 46 156R,Pathogen
Atypical hemolytic uremic syndrome with complement gene abnormality ORPHA:544472,Disease
Neoplasm Residual,Disease
Coughing,Disease
Uranostaphyloschisis,Disease
Hamartoma Syndrome Multiple,Disease
Human adenovirus D37 pIVa2 (gene: pIVa2),Pathogen
Neonatal hypoglycemia,Disease
GNE myopathy ORPHA:602,Disease
Fibrillary Astrocytoma,Disease
Polycystic Kidney Diseases,Disease
Childhood Acute Lymphoblastic Leukemia,Disease
Non-obstructive azoospermia,Disease
Familial Dementia,Disease
Influenza A virus (A/Puerto Rico/8/1934(H1N1)) polymerase PB1 (gene: PB1),Pathogen
Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome,Disease
Blood Coagulation Disorders,Disease
Human adenovirus 63 DNA-binding protein (gene: E2A),Pathogen
Tyrosinemia type 2 ORPHA:28378,Disease
Arsenic Poisoning,Disease
Skeletal Dysplasia,Disease
Beta-thalassemia major ORPHA:231214,Disease
