Id,Type
Multiple Meningioma,Disease
Multinodular goiter,Disease
Cerebellar malformation,Disease
Adult Fanconi syndrome,Disease
Human papillomavirus type 119 regulatory protein E2 (gene: E2),Pathogen
Chronic gastritis,Disease
Rare isolated myopia ORPHA:98619,Disease
Ubiquinone dehydrogenase deficiency,Disease
Musculoskeletal Diseases,Disease
Gamma-glutamyl transpeptidase deficiency ORPHA:33573,Disease
Lichen Sclerosus et Atrophicus,Disease
Metaphyseal chondrodysplasia Jansen type ORPHA:33067,Disease
Norovirus Hu/GII.4/NIHIC17.9/2013/USA capsid protein VP1 (gene: VP1),Pathogen
Human adenovirus 58 CR1-beta (gene: E3),Pathogen
Ki-1+ Anaplastic Large Cell Lymphoma,Disease
Human enterovirus Ningbo3-02 full_polyprotein 1..2214,Pathogen
FADD-related immunodeficiency ORPHA:306550,Disease
Norovirus Hu/GII-4/CGMH24/2010/TW full_polyprotein 1..1699,Pathogen
Pancreatitis Alcoholic,Disease
Increased mean corpuscular volume,Disease
Human gammaherpesvirus 8 ORF72,Pathogen
Acrodermatitis enteropathica ORPHA:37,Disease
Limited elbow movement,Disease
Choreatic disease,Disease
Bifid uvula ORPHA:99771,Disease
DNAJB2-related Charcot-Marie-Tooth disease type 2 ORPHA:443950,Disease
Rhabdoid Tumor,Disease
Low intelligence,Disease
Keratosis follicularis spinulosa decalvans ORPHA:2340,Disease
Clear cell sarcoma of kidney,Disease
Human gammaherpesvirus 4 putative helicase (gene: BBLF4),Pathogen
Norovirus Hu/Norwalk/10114/2009/VNM protein p48 (gene: POL),Pathogen
Vascular Diseases,Disease
Chikungunya Fever,Disease
Cigarette-paper scars,Disease
Spinocerebellar ataxia type 37 ORPHA:363710,Disease
Leprechaunism ORPHA:508,Disease
Persistent polyclonal B-cell lymphocytosis ORPHA:300324,Disease
Other specified types of schizophrenia unspecified,Disease
Familial lipoprotein lipase deficiency ORPHA:309015,Disease
Human papillomavirus type 67 E2,Pathogen
Polyglucosan body myopathy type 1 ORPHA:397937,Disease
Autosomal recessive spastic paraplegia type 66 ORPHA:401815,Disease
Parkinson Disease Secondary Vascular,Disease
Human papillomavirus type 129 E2 (gene: E2),Pathogen
Microcephaly-complex motor and sensory axonal neuropathy syndrome ORPHA:423894,Disease
Hyperkyphosis,Disease
Echovirus E24 VP2,Pathogen
Gnathodiaphyseal dysplasia ORPHA:53697,Disease
Cystitis,Disease
Dermatitis,Disease
Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha ORPHA:566231,Disease
Lipoyl transferase 2 deficiency ORPHA:447795,Disease
Endometriosis of ovary,Disease
Hypopharyngeal Carcinoma,Disease
Norovirus Hu/GII.4/Guangzhou/GZ2010-L88/CHN/2011 full_polyprotein 1..1699,Pathogen
Retinal Telangiectasia,Disease
Macrostomia,Disease
Autosomal dominant hypophosphatemic rickets ORPHA:89937,Disease
Human betaherpesvirus 6A nuclear egress lamina protein (gene: U37),Pathogen
Frequent falls,Disease
cervical cancer,Disease
Mesenchymal Cell Neoplasm,Disease
Liver Neoplasms Experimental,Disease
Horsepox virus HSPV179 (Serine/Threonine protein kinase Vaccinia Related Kinase),Pathogen
NON RARE IN EUROPE: Benign familial hematuria ORPHA:97562,Disease
SLC35A2-CDG ORPHA:356961,Disease
Human papillomavirus 178 E2 protein (gene: E2),Pathogen
Lethal fetal brain malformation-duodenal atresia-bilateral renal hypoplasia syndrome ORPHA:444069,Disease
Mitochondrial neurogastrointestinal encephalomyopathy ORPHA:298,Disease
Crohn's disease of large bowel,Disease
Myoclonic Seizures,Disease
Human enterovirus 79 1B (VP2),Pathogen
Cardiovascular Diseases,Disease
Cortical cataract,Disease
Norovirus Hu/GII/BG1C0405/2012/BGD viral genome-linked protein (gene: POL),Pathogen
Norovirus Hu/GII.4/Hong Kong/CUHK3630/2012/CHN full_polyprotein 1..1699,Pathogen
Ependymoma,Disease
Norovirus Hu/Norwalk/10183/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Split hand-split foot-deafness syndrome ORPHA:71271,Disease
Keloid,Disease
Waardenburg syndrome type 1 ORPHA:894,Disease
Coronary Heart Disease,Disease
Familial Hypophosphatemic Rickets,Disease
Yaba-like disease virus 133L protein (gene: 133L),Pathogen
NGFR,Gene
Human rhinovirus A96 1D,Pathogen
Abnormality of the periventricular white matter,Disease
Combined immunodeficiency due to IL21R deficiency ORPHA:357329,Disease
Posteriorly rotated ear,Disease
Underdeveloped nasal alae,Disease
Norovirus Hu/Norwalk/10163/2009/VNM protein p48 (gene: POL),Pathogen
Arteriovenous hemangioma,Disease
Large auricle,Disease
West Nile virus lineage 2 excised_polyprotein 1..791 (gene: flavivirus polyprotein),Pathogen
Respiration Disorders,Disease
Tumor Progression,Disease
Leukemia Large Granular Lymphocytic,Disease
Neuralgia Perineal,Disease
Angle class 3 malocclusion,Disease
Acute Coronary Syndrome,Disease
Anemia Hemolytic,Disease
Short rib-polydactyly syndrome Saldino-Noonan type ORPHA:93270,Disease
Chromophobe Carcinoma,Disease
QRS complex feature,Disease
Exanthema,Disease
Monkeypox virus bifunctional IL-1-beta-inhibitor,Pathogen
Human papillomavirus type 6 E2 (gene: E2),Pathogen
Congenital Muscular Dystrophy,Disease
Apathy,Disease
Polyp of large intestine,Disease
Human rhinovirus A82 1D,Pathogen
Central Nervous System Demyelination,Disease
Macrotia,Disease
Thrombasthenia,Disease
Human gammaherpesvirus 4 putative BLRF2 protein (gene: BLRF2),Pathogen
Plasmacytoma,Disease
Severe mental retardation (I.Q. 20-34),Disease
Hypoplasia of the maxilla,Disease
Collagen Diseases,Disease
Microphthalmia with brain and digit anomalies ORPHA:139471,Disease
Nasopharyngeal carcinoma,Disease
Human betaherpesvirus 5 membrane glycoprotein UL7 (gene: UL7),Pathogen
Stress Disorder,Disease
Stuttering,Disease
Graft-vs-Host Disease,Disease
Gorlin-Chaudhry-Moss syndrome ORPHA:2095,Disease
Amyloidosis cutis dyschromia ORPHA:319635,Disease
Norovirus Hu/Norwalk/10062/2009/VNM protein p48 (gene: POL),Pathogen
NON RARE IN EUROPE: Essential hypertension ORPHA:243761,Disease
Conical incisor,Disease
Singleton-Merten dysplasia ORPHA:85191,Disease
Sleep Apnea Central,Disease
White hair,Disease
Cercopithecine betaherpesvirus 5 membrane protein RL11Q (gene: RL11Q),Pathogen
Fasting blood glucose measurement,Disease
ATP13A2-related juvenile neuronal ceroid lipofuscinosis ORPHA:314632,Disease
Respiratory syncytial virus (RSV) infection in conditions classified elsewhere and of unspecified site,Disease
Speech Delay,Disease
Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression ORPHA:391316,Disease
Henoch-Schoenlein Purpura,Disease
Renal Tubular Acidosis,Disease
Resistance to thyrotropin-releasing hormone syndrome ORPHA:99832,Disease
Tumoral calcinosis,Disease
Leukopenia,Disease
Hyperalgesia Thermal,Disease
Trichorhinophalangeal syndrome type 2 ORPHA:502,Disease
Refractory cytopenia with multilineage dysplasia,Disease
Acute lymphocytic leukemia,Disease
Generalized pseudohypoaldosteronism type 1 ORPHA:171876,Disease
Treatment related leukaemia,Disease
Autosomal recessive bestrophinopathy ORPHA:139455,Disease
Human adenovirus 31 IVa2 protein (gene: IVa2),Pathogen
Adenocarcinoma Endometrioid,Disease
Marijuana Abuse,Disease
Broad hallux phalanx,Disease
CHAND syndrome ORPHA:1401,Disease
Eye Abnormalities,Disease
Fryns syndrome ORPHA:2059,Disease
Spinocerebellar ataxia type 26 ORPHA:101112,Disease
Acroosteolysis-keloid-like lesions-premature aging syndrome ORPHA:363665,Disease
Acrodermatitis continua of Hallopeau ORPHA:163931,Disease
Norovirus Hu/GI/10360/2010/VNM viral genome-linked protein (gene: POL),Pathogen
CADDS ORPHA:369942,Disease
Norovirus Hu/GII-4/CGMH16/2007/TW full_polyprotein 1..1699,Pathogen
Central nervous system lymphoma,Disease
Molluscum contagiosum virus subtype 1 MC162R (gene: MC162R),Pathogen
Drug-induced depressive state,Disease
Auriculocondylar syndrome ORPHA:137888,Disease
Allodynia,Disease
Peroxisomal acyl-CoA oxidase deficiency ORPHA:2971,Disease
Oral cleft,Disease
Hyperinsulinism due to INSR deficiency ORPHA:263458,Disease
Tibial hemimelia ORPHA:93322,Disease
Lymphedema-distichiasis syndrome ORPHA:33001,Disease
Yaba monkey tumor virus monoglyceride lipase,Pathogen
Retinal macular dystrophy type 2 ORPHA:319640,Disease
Phosphoserine aminotransferase deficiency infantile/juvenile form ORPHA:284417,Disease
Carcinomatosis,Disease
Hypoplastic feet,Disease
Craniofacial-deafness-hand syndrome ORPHA:1529,Disease
Sandhoff disease juvenile form ORPHA:309162,Disease
Human papillomavirus 98 E2 protein (gene: E2),Pathogen
Nonorganic Sleep Wake Cycle Disorders,Disease
Perry Syndrome,Disease
Oligodontia-cancer predisposition syndrome ORPHA:300576,Disease
Psoriasis,Disease
Gorlin syndrome ORPHA:377,Disease
Juvenile myelomonocytic leukemia ORPHA:86834,Disease
Red cell distribution width determination,Disease
Isolated cleft lip ORPHA:199302,Disease
Congenital defects,Disease
Decreased antibody level in blood,Disease
Vaccinia virus Ankara 64.7k Kelch-like protein f2,Pathogen
Limb dysmetria,Disease
Norovirus GII/Hu/JP/2012/GII.Pe_GII.4_Sydney2012/Fukuyama/3 full_polyprotein 1..1699,Pathogen
Feeding difficulties,Disease
Trichodysplasia spinulosa-associated polyomavirus large T antigen (gene: T),Pathogen
Blood Pressure,Disease
Liver diseases,Disease
Waisman syndrome,Disease
Squamous cell carcinoma of mouth,Disease
Alzheimer Disease Late Onset,Disease
Peripheral Arterial Stenosis,Disease
Dermatofibrosarcoma protuberans ORPHA:31112,Disease
Pediatric systemic lupus erythematosus ORPHA:93552,Disease
Cervical Cancer,Disease
Human poliovirus 3 polyprotein,Pathogen
Mastocytosis,Disease
X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome ORPHA:1568,Disease
X-linked parkinsonism-spasticity syndrome ORPHA:363654,Disease
Denys-Drash syndrome ORPHA:220,Disease
Metabolic Syndrome X,Disease
Bicuspid aortic valve,Disease
Leukemia Prolymphocytic B-Cell,Disease
Hermansky-Pudlak syndrome type 7 ORPHA:231531,Disease
Kyasanur Forest disease virus NS3,Pathogen
Syndactyly type 5 ORPHA:93406,Disease
Complete atrioventricular block,Disease
ZBED2,Gene
Tetralogy of Fallot,Disease
Childhood-onset spasticity with hyperglycinemia ORPHA:401866,Disease
Respiratory insufficiency due to defective ciliary clearance,Disease
Mandibular hyperplasia,Disease
Degenerative polyarthritis,Disease
Peripheral demyelination,Disease
Malignant neoplasm of mouth,Disease
Monkeypox virus bifunctional hemagglutinin/type-I membrane glycoprotein,Pathogen
Human papillomavirus 173 E2,Pathogen
Mixed anxiety and depressive disorder,Disease
Hydrops Fetalis Non-Immune,Disease
Squamous Cell Neoplasms,Disease
Smith-Magenis syndrome ORPHA:819,Disease
Kniest dysplasia ORPHA:485,Disease
Monkeypox virus Zaire-96-I-16 double-strand RNA-binding protein (gene: F3L),Pathogen
Hereditary Multiple Exostoses,Disease
Cognitive Disorder,Disease
Type I Mucolipidosis,Disease
Meningioma,Disease
DRAXIN,Gene
Genetic transient congenital hypothyroidism ORPHA:226316,Disease
Maturity onset diabetes mellitus in young,Disease
Chronic venous insufficiency,Disease
Macacine alphaherpesvirus 1 envelope glycoprotein D (gene: US6),Pathogen
Vitiligo,Disease
Malignant neoplasm of oropharynx,Disease
Congenital vertical talus unilateral ORPHA:295201,Disease
Isaacs syndrome,Disease
Rothmund-Thomson syndrome,Disease
Hypercholesterolemia,Disease
Schinzel-Giedion syndrome ORPHA:798,Disease
Mucopolysaccharidosis type 2 severe form ORPHA:217085,Disease
Malignant neoplasm of brain,Disease
Lens dislocation,Disease
Respiratory Tract Diseases,Disease
Agnathia-holoprosencephaly-situs inversus syndrome ORPHA:990,Disease
Tumor Necrosis Factor Receptor 1-Associated Periodic Syndrome,Disease
Mucocutaneous Lymph Node Syndrome,Disease
Human adenovirus D10 pIVa2 (gene: pIVa2),Pathogen
Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations ORPHA:247691,Disease
Spondyloepimetaphyseal dysplasia matrilin-3 type ORPHA:156728,Disease
Scaphycephaly,Disease
Human betaherpesvirus 5 membrane protein UL10 (gene: UL10),Pathogen
Brain Ischemia,Disease
Omenn Syndrome,Disease
Human papillomavirus 126 hypothetical protein (gene: HpV126gp2),Pathogen
Atrichia with papular lesions ORPHA:86819,Disease
MED12L,Gene
Acute myeloid leukemia minimal differentiation,Disease
Muscle Spasticity,Disease
Impaired pain sensation,Disease
Human enteric coronavirus 4408 nucleocapsid protein (gene: N),Pathogen
Metaphyseal chondrodysplasia Spahr type ORPHA:2501,Disease
Human astrovirus 6 capsid protein,Pathogen
Hyaluronidase deficiency ORPHA:67041,Disease
Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency ORPHA:319595,Disease
Norovirus Hu/Norwalk/10129/2009/VNM protein p48 (gene: POL),Pathogen
Autosomal dominant focal dystonia DYT25 type ORPHA:329466,Disease
Megaconial congenital muscular dystrophy ORPHA:280671,Disease
Enterovirus B111 VP3,Pathogen
Genetic steroid-resistant nephrotic syndrome ORPHA:656,Disease
NRIP1,Gene
Chondrosarcoma ORPHA:55880,Disease
Familial episodic pain syndrome with predominantly upper body involvement ORPHA:391389,Disease
Sparse body hair,Disease
Neck webbing,Disease
ITGA2,Gene
ANGPT1-related hereditary angioedema with normal C1Inh ORPHA:537891,Disease
Phrynoderma,Disease
Echovirus E21 3D,Pathogen
Respiratory Syncytial Virus Infections,Disease
Non-syndromic male infertility due to sperm motility disorder ORPHA:276234,Disease
Lethal osteosclerotic bone dysplasia ORPHA:1832,Disease
Facial Paralysis,Disease
Familial clubfoot due to PITX1 point mutation ORPHA:293150,Disease
Hashimoto's encephalitis,Disease
alpha^+^ Thalassemia,Disease
Endocarditis,Disease
Autosomal recessive spastic paraplegia type 63 ORPHA:401805,Disease
Short palm,Disease
Enterovirus C109 3D,Pathogen
Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome ORPHA:466794,Disease
Nephrosclerosis,Disease
Cholelithiasis,Disease
Leukodystrophy,Disease
Hypohidrosis,Disease
Skeletal dysplasia,Disease
Oligospermia,Disease
COL12A1,Gene
Cholesteatoma,Disease
Horsepox virus HSPV011c (ankyrin repeats),Pathogen
Acute Megakaryocytic Leukemias,Disease
Blomstrand lethal chondrodysplasia ORPHA:50945,Disease
Dysautonomia,Disease
Malformations of Cortical Development,Disease
AICARDI-GOUTIERES SYNDROME 1,Disease
Hypertrophy of cranial bones,Disease
ICA1,Gene
Human immunodeficiency virus 2 vpx protein,Pathogen
Hashimoto Disease,Disease
Reduced visual acuity,Disease
Dilated ventricles (finding),Disease
ovarian neoplasm,Disease
Weill-Marchesani syndrome ORPHA:3449,Disease
Human alphaherpesvirus 3 tegument serine/threonine protein kinase (gene: ORF47),Pathogen
Adverse reaction to drug,Disease
SULT1A1,Gene
Aseptic Necrosis of Bone,Disease
Poor wound healing,Disease
TUBEROUS SCLEROSIS 2 (disorder),Disease
Horsepox virus HSPV043 (Kelch-like protein,Pathogen
Corneal Dystrophy,Disease
Microcephaly-facial dysmorphism-ocular anomalies-multiple congenital anomalies syndrome ORPHA:521445,Disease
Retinal Dystrophies,Disease
Human mastadenovirus F encapsidation protein IVa2 (gene: IVa2),Pathogen
Rough hair texture,Disease
Decreased projection of maxilla,Disease
Urine color abnormal,Disease
Hereditary site-specific ovarian cancer syndrome ORPHA:213524,Disease
Human alphaherpesvirus 2 tegument protein VP22 (gene: UL49),Pathogen
Undifferentiated carcinoma,Disease
X-linked thrombocytopenia with normal platelets ORPHA:852,Disease
Migraine,Disease
Multiple sulfatase deficiency ORPHA:585,Disease
Autosomal dominant spastic paraplegia type 31 ORPHA:101011,Disease
Hamman-Rich Syndrome,Disease
Fleck corneal dystrophy,Disease
Familial exudative vitreoretinopathy ORPHA:891,Disease
Liver Failure,Disease
Ulnar-mammary syndrome ORPHA:3138,Disease
Human gammaherpesvirus 8 ORF16 (gene: ORF16),Pathogen
Involuntary jerking movements,Disease
Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency ORPHA:95699,Disease
ARRDC4,Gene
Palmar hyperhidrosis,Disease
Thoracolumbosacral spina bifida aperta ORPHA:268384,Disease
Tubular Aggregate Myopathy,Disease
Diastasis recti,Disease
Early severe fetal akinesia sequence,Disease
Costello syndrome (disorder),Disease
Postaxial acrofacial dysostosis ORPHA:246,Disease
Ectopia Lentis,Disease
E2F7,Gene
Human enterovirus 79 1C (VP3),Pathogen
Poikiloderma,Disease
Achoo Syndrome,Disease
Human rhinovirus A18 1D,Pathogen
Basel-Vanagaite-Smirin-Yosef syndrome ORPHA:464738,Disease
Ovarian Diseases,Disease
Isolated thyrotropin-releasing hormone deficiency ORPHA:238670,Disease
Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome ORPHA:404437,Disease
Developmental delay (disorder),Disease
WNT16,Gene
Full lower lip,Disease
Coxsackievirus A8 VP2 protein,Pathogen
Myelodysplastic Syndrome with Isolated del(5q),Disease
Autosomal dominant popliteal pterygium syndrome ORPHA:1300,Disease
Olfactory seizure,Disease
Manic Disorder,Disease
X-linked reticulate pigmentary disorder ORPHA:85453,Disease
Orf virus ORF037 putative metalloprotease,Pathogen
HEMOCHROMATOSIS TYPE 1,Disease
Conjugated Hyperbilirubinemia,Disease
Lafora Disease,Disease
Niemann-Pick disease type C juvenile neurologic onset ORPHA:216981,Disease
BVES-related limb-girdle muscular dystrophy ORPHA:476084,Disease
Hemolytic-Uremic Syndrome,Disease
EPIDERMOLYSIS BULLOSA JUNCTIONAL LOCALISATA VARIANT (disorder),Disease
Neuralgia Vidian,Disease
LINC02331,Gene
Norovirus Hu/GII-4/CGMH19/2009/TW full_polyprotein 1..1699,Pathogen
Short nose,Disease
Kennedy disease ORPHA:481,Disease
2q32q33 microdeletion syndrome ORPHA:251019,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2I ORPHA:99942,Disease
Pulmonary Hypoplasia,Disease
Human papillomavirus type 147 regulatory protein (gene: E2),Pathogen
Fundus Coloboma,Disease
Motor Delay,Disease
liposarcoma,Disease
aggressive cancer,Disease
Human immunodeficiency virus 2 full_polyprotein 1..1550 (gene: gag-pol),Pathogen
Aortic Aneurysm Abdominal,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2A1 ORPHA:99946,Disease
Basal ganglia calcification,Disease
Yaba monkey tumor virus kelch-like protein,Pathogen
Late-onset distal myopathy Markesbery-Griggs type ORPHA:98912,Disease
Dyslipidemias,Disease
Collecting Duct Carcinoma of the Kidney,Disease
Congenital Epicanthus,Disease
Oligodontia ORPHA:99798,Disease
Laurence-Moon syndrome ORPHA:2377,Disease
Hypotrichosis with juvenile macular degeneration ORPHA:1573,Disease
Wide spaced nipples,Disease
Pitt-Hopkins-like syndrome ORPHA:221150,Disease
Myeloid/lymphoid neoplasm associated with FGFR1 rearrangement ORPHA:168953,Disease
PYCR1-related De Barsy syndrome ORPHA:293633,Disease
Autosomal spastic paraplegia type 30 ORPHA:101010,Disease
Norovirus Hu/GII/20469/2010/VNM protein p48 (gene: POL),Pathogen
Thin face,Disease
Isolated somatotropin deficiency,Disease
Aichi virus 1 VP0,Pathogen
Autosomal dominant secondary polycythemia ORPHA:247511,Disease
Coffin-Siris syndrome,Disease
Alzheimer's Disease Focal Onset,Disease
Human papillomavirus type 7 early protein (gene: E2),Pathogen
SUMF1,Gene
Aromatase excess syndrome ORPHA:178345,Disease
Burkitt lymphoma ORPHA:543,Disease
Inflammatory Bowel Diseases,Disease
Nail dysplasia,Disease
Hepatitis B virus capsid protein (gene: C),Pathogen
Hepatitis C virus subtype 1g full_polyprotein 1..3015,Pathogen
Diabetic macular edema,Disease
McLeod neuroacanthocytosis syndrome ORPHA:59306,Disease
Inclusion Body Myositis (disorder),Disease
Nevus,Disease
Heart failure,Disease
Involutional Paraphrenia,Disease
Adenocarcinoma of large intestine,Disease
Norovirus Hu/GII/10012/2009/VNM protein p48 (gene: POL),Pathogen
X-linked osteoporosis with fractures ORPHA:391330,Disease
Human papillomavirus 172 E2,Pathogen
Somatotropin Deficiency,Disease
Mandibulofacial Dysostosis,Disease
Norovirus Hu/Norwalk/10163/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Norovirus Hu/GII/Seoul1488/KOR/2011 nonstructural protein,Pathogen
Infantile myofibromatosis ORPHA:2591,Disease
Scoliosis unspecified,Disease
Pulmonary Veno-Occlusive Disease (disorder),Disease
Autosomal dominant epilepsy with auditory features ORPHA:101046,Disease
Epidermodysplasia verruciformis ORPHA:302,Disease
Congenital atransferrinemia ORPHA:1195,Disease
Norovirus Hu/GII.6/GZ2010-L96/Guangzhou/CHN/2011 major viral capsid protein (gene: VP1),Pathogen
Molluscum contagiosum virus subtype 1 MC033L (gene: MC033L),Pathogen
Combined malonic and methylmalonic acidemia ORPHA:289504,Disease
Congenital cataract microcornea with corneal opacity ORPHA:289499,Disease
Epidermolysis bullosa simplex with muscular dystrophy ORPHA:257,Disease
Human papillomavirus type 52 early protein (gene: E2),Pathogen
Superficial spreading malignant melanoma of skin,Disease
Norovirus Hu/Norwalk/10378/2010/VNM protein p48 (gene: POL),Pathogen
Human adenovirus B3 L4 100-kDa protein (gene: L4),Pathogen
Congenital alveolar capillary dysplasia ORPHA:210122,Disease
Carbamoyl-phosphate synthetase 1 deficiency ORPHA:147,Disease
HBV genotype C polymerase (gene: P),Pathogen
Renal interstitial fibrosis,Disease
Postsynaptic congenital myasthenic syndromes ORPHA:98913,Disease
Multiple malignancy,Disease
Human mastadenovirus D DNA polymerase (gene: E2B),Pathogen
Human adenovirus 19 CR1-beta (gene: E3),Pathogen
Chondrosarcoma,Disease
Head And Neck Neoplasms,Disease
Malignant neoplasm of breast,Disease
Inflammatory Bowel Disease,Disease
Variola virus putative virulence factor (gene: P1L),Pathogen
Autosomal dominant generalized epidermolysis bullosa simplex severe form ORPHA:79396,Disease
Pterygium,Disease
Airway Obstruction,Disease
Psychomotor retardation mild,Disease
Kaposi Sarcoma,Disease
Fetal encasement syndrome ORPHA:465824,Disease
Echovirus E18 full_polyprotein 1..2189,Pathogen
WHIM syndrome ORPHA:51636,Disease
Bone Cysts Aneurysmal,Disease
Congenital atresia of pulmonary artery,Disease
Juvenile myoclonic epilepsy ORPHA:307,Disease
Marfan syndrome type 1 ORPHA:284963,Disease
Adams-Oliver syndrome ORPHA:974,Disease
Dysphagia,Disease
Disease Exacerbation,Disease
Autosomal dominant Charcot-Marie-Tooth disease type 2N ORPHA:228174,Disease
Adenoid Cystic Carcinoma,Disease
Cholecystolithiasis,Disease
Norovirus Hu/Norwalk/10137/2009/VNM capsid protein VP1 (gene: VP1),Pathogen
Human enterovirus 94 VP1,Pathogen
Flexion contracture - elbow,Disease
Neoplastic Cell Transformation,Disease
cardiac event,Disease
Skin Abnormalities,Disease
Shagreen Patch,Disease
Short neck,Disease
Intellectual disability progressive,Disease
Yaba monkey tumor virus DNA polymerase,Pathogen
Primary CD59 deficiency ORPHA:169464,Disease
Neonatal thrombocytopenia (disorder),Disease
Human T-cell lymphotrophic virus type I [HTLV-I],Disease
Simple Partial Status Epilepticus,Disease
Hemochromatosis type 5 ORPHA:447792,Disease
Human bocavirus WLL-1 NS1 (gene: NS1),Pathogen
PGM3-CDG ORPHA:443811,Disease
Echovirus E6 VP3,Pathogen
17q23.1q23.2 microdeletion syndrome ORPHA:261279,Disease
Leukoplakia,Disease
Monkeypox virus Zaire-96-I-16 DNA polymerase (gene: F8L),Pathogen
Basal Cell Neoplasm,Disease
Ataxia,Disease
Nuclear cataract,Disease
Enterovirus B106 full_polyprotein 1..2192,Pathogen
Hyperlipoproteinemia Type III,Disease
Cercopithecine alphaherpesvirus 2 DNA replication origin-binding helicase (gene: UL9),Pathogen
Familial porphyria cutanea tarda ORPHA:443062,Disease
Blindness Legal,Disease
Human bocavirus NS1 (gene: NS1),Pathogen
Benign recurrent intrahepatic cholestasis type 1 ORPHA:99960,Disease
Fatty acid hydroxylase-associated neurodegeneration ORPHA:329308,Disease
Turner Syndrome,Disease
NON RARE IN EUROPE: Glucose-6-phosphate-dehydrogenase deficiency ORPHA:362,Disease
Human coronavirus 229E nucleocapsid protein (gene: N),Pathogen
Human adenovirus E4 DNA polymerase,Pathogen
Desmoplastic/nodular medulloblastoma ORPHA:251863,Disease
Intermediate generalized junctional epidermolysis bullosa ORPHA:79402,Disease
heart rate,Disease
Hypospadias,Disease
Echovirus E7 VP2,Pathogen
Autosomal dominant Kenny-Caffey syndrome ORPHA:93325,Disease
Human adenovirus 35 IVa2,Pathogen
Human adenovirus 18 IVa2 protein (gene: IVa2),Pathogen
Bartsocas-Papas syndrome ORPHA:1234,Disease
Bilateral Striopallidodentate Calcinosis,Disease
Cerebral Amyloid Angiopathy,Disease
Diffuse Lymphoma,Disease
Liver Cirrhosis,Disease
Mucopolysaccharidosis type 6 rapidly progressing ORPHA:276212,Disease
Human mastadenovirus D membrane glycoprotein E3 CR1-beta (gene: E3),Pathogen
SPHEROCYTOSIS TYPE 1 (disorder),Disease
Cancer of Neck,Disease
Rudimentary vagina,Disease
Osteofibrous dysplasia ORPHA:488265,Disease
Cakut,Disease
Cervical Squamous Intraepithelial Neoplasia,Disease
Congenital clubfoot,Disease
Squamous cell carcinoma of salivary glands ORPHA:500481,Disease
Dyspepsia,Disease
Development Disorder,Disease
Microstomia,Disease
Extrinsic allergic alveolitis,Disease
Congenital muscular dystrophy with integrin alpha-7 deficiency ORPHA:34520,Disease
Human gammaherpesvirus 8 vIRF-4 (gene: vIRF-4),Pathogen
Anomalous Pulmonary Artery,Disease
Norovirus Hu/GII-4/CGMH05/2006/TW major viral capsid protein (gene: VP1),Pathogen
Coinfection,Disease
Human adenovirus 28 single-stranded DNA binding protein (gene: E2A),Pathogen
Human betaherpesvirus 6A tegument serine/threonine protein kinase (gene: U69),Pathogen
Multiple Congenital Anomalies,Disease
Skin Ulcer,Disease
Other specified transient cerebral ischemias,Disease
Liver Cancer,Disease
Childhood Absence Epilepsy,Disease
Lissencephaly type 1 due to doublecortin gene mutation ORPHA:2148,Disease
Adenylosuccinate lyase deficiency ORPHA:46,Disease
Mental impairment,Disease
Benign familial mesial temporal lobe epilepsy ORPHA:163717,Disease
Depression Bipolar,Disease
Lattice corneal dystrophy type I ORPHA:98964,Disease
COG4-CDG ORPHA:263501,Disease
Abnormality of brainstem morphology,Disease
Pulmonary Arterial Hypertension,Disease
Truncus Arteriosus Persistent,Disease
Multisystemic smooth muscle dysfunction syndrome ORPHA:404463,Disease
Pachygyria,Disease
Premature canities,Disease
Glutaric acidemia type 3 ORPHA:35706,Disease
Human parainfluenza virus 1 strain Washington/1964 putative Y2 protein (gene: Y2),Pathogen
Alpha-dystroglycan-related  limb-girdle muscular dystrophy R16 ORPHA:280333,Disease
Norovirus GIV VPg,Pathogen
Malignant neoplasm of urinary bladder,Disease
Hypotrichosis simplex ORPHA:55654,Disease
Paranasal Sinus Diseases,Disease
Ross River virus nsP4 protein,Pathogen
Constipation,Disease
Severe Combined Immunodeficiency,Disease
Catecholaminergic polymorphic ventricular tachycardia ORPHA:3286,Disease
Clinodactyly,Disease
Small testicle,Disease
Coxsackievirus A10 full_polyprotein 1..2193,Pathogen
Proptosis,Disease
ICF syndrome ORPHA:2268,Disease
Dugbe virus L protein,Pathogen
Bronchioloalveolar Adenocarcinoma,Disease
Mirror-image polydactyly ORPHA:498494,Disease
Columnar Cell Change of the Breast,Disease
Echovirus E16 VP1,Pathogen
Steroid-sensitive nephrotic syndrome,Disease
