Gene,Disease,Category
PBX1,Stomach Carcinoma,Cancer
PBX1,melanoma,Cancer
PBX1,Squamous cell carcinoma,Cancer
PBX1,Pre B-cell acute lymphoblastic leukemia,Cancer
PBX1,ovarian neoplasm,Cancer
PBX1,Malignant neoplasm of breast,Cancer
PBX1,Malignant neoplasm of ovary,Cancer
PBX1,Hematopoietic Neoplasms,Cancer
PDE4B,Colorectal Carcinoma,Cancer
PDE4B,Colorectal Cancer,Cancer
PDGFB,Mammary Neoplasms,Cancer
PDGFB,Breast Carcinoma,Cancer
PDGFB,melanoma,Cancer
PDGFB,ovarian neoplasm,Cancer
PDGFB,Fibrosarcoma,Cancer
PDGFB,Skin carcinoma,Cancer
PDGFB,Dermatofibrosarcoma protuberans ORPHA:31112,Cancer
PIR,melanoma,Cancer
PLEKHD1,Breast Carcinoma,Cancer
PLEKHD1,Mammary Neoplasms,Cancer
PLEKHD1,Breast Cancer,Cancer
PLK2,Ovarian Carcinoma,Cancer
PLK2,Tumor Progression,Cancer
PLK2,Adenocarcinoma,Cancer
PLK2,Squamous cell carcinoma,Cancer
PLK2,Malignant neoplasm of ovary,Cancer
PLK2,Carcinoma,Cancer
PLK2,Epithelial ovarian cancer,Cancer
PLK2,Anaplastic Carcinoma,Cancer
PLK2,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
PLK2,Chondrosarcoma ORPHA:55880,Cancer
PLK2,Pediatric hepatocellular carcinoma ORPHA:33402,Cancer
PLSCR4,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
PLSCR4,Papillary renal cell carcinoma ORPHA:319298,Cancer
PLSCR4,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
PLSCR4,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
PLSCR4,Rolandic epilepsy-speech dyspraxia syndrome ORPHA:163721,Neurological Diseases
PPP1R14B,melanoma,Cancer
PRMT6,Mammary Neoplasms,Cancer
PRMT6,Breast Carcinoma,Cancer
PRMT6,Tumor Progression,Cancer
PRMT6,melanoma,Cancer
PRMT6,Malignant neoplasm of breast,Cancer
PRR15,Colorectal Carcinoma,Cancer
PRR15,Colorectal Cancer,Cancer
PRSS23,Breast Carcinoma,Cancer
PRSS23,Tumor Progression,Cancer
PRSS23,melanoma,Cancer
PRSS23,Malignant neoplasm of breast,Cancer
PRSS23,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
PRSS23,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
PRSS23,Familial primary localized cutaneous amyloidosis ORPHA:353220,Rare Diseases
PSMB9,melanoma,Cancer
PSMB9,ovarian neoplasm,Cancer
PURPL,Colorectal Carcinoma,Cancer
PURPL,Colorectal Cancer,Cancer
RGL1,Malignant neoplasm of breast,Cancer
RGL1,Breast Cancer,Cancer
RGL1,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
RGS6,Mammary Neoplasms,Cancer
RGS6,Breast Carcinoma,Cancer
RGS6,Tumor Progression,Cancer
RGS6,Malignant neoplasm of breast,Cancer
RHOBTB3,Tumor Progression,Cancer
RHOU,Mammary Neoplasms,Cancer
RHOU,Stomach Carcinoma,Cancer
RHOU,Malignant neoplasm of stomach,Cancer
RHOU,Lymphocytic Leukemia,Cancer
RPSAP52,Dedifferentiated liposarcoma ORPHA:99970,Cancer
RPSAP52,Well-differentiated liposarcoma ORPHA:99971,Cancer
RTKN2,Breast Carcinoma,Cancer
RTKN2,Breast Carcinoma,Cancer
S100A14,Ovarian Carcinoma,Cancer
S100A14,Breast Carcinoma,Cancer
S100A14,Invasive carcinoma of breast,Cancer
S100A14,Tumor Progression,Cancer
S100A14,Stomach Carcinoma,Cancer
S100A14,Squamous cell carcinoma,Cancer
S100A14,Esophageal Neoplasms,Cancer
S100A14,ovarian neoplasm,Cancer
S100A14,Malignant neoplasm of breast,Cancer
S100A14,Malignant neoplasm of stomach,Cancer
S100A14,Malignant neoplasm of esophagus,Cancer
S100A14,Malignant neoplasm of ovary,Cancer
S100A14,Severe generalized junctional epidermolysis bullosa ORPHA:79404,Rare Diseases
S100A14,Kindler epidermolysis bullosa ORPHA:2908,Rare Diseases
S100A14,Junctional epidermolysis bullosa with pyloric atresia ORPHA:79403,Rare Diseases
SCG2,melanoma,Cancer
SCG2,Adenocarcinoma,Cancer
SETD7,Colorectal Carcinoma,Cancer
SETD7,Mammary Neoplasms,Cancer
SETD7,Breast Carcinoma,Cancer
SETD7,Stomach Carcinoma,Cancer
SETD7,Malignant neoplasm of breast,Cancer
SETD7,Malignant neoplasm of stomach,Cancer
SHCBP1,Tumor Progression,Cancer
SHCBP1,melanoma,Cancer
SHCBP1,Hereditary breast cancer ORPHA:227535,Cancer
SHCBP1,Dedifferentiated liposarcoma ORPHA:99970,Cancer
SHCBP1,Well-differentiated liposarcoma ORPHA:99971,Cancer
SIX2,Breast Carcinoma,Cancer
SIX2,Malignant neoplasm of breast,Cancer
SKAP1,Ovarian Carcinoma,Cancer
SKAP1,ovarian neoplasm,Cancer
SKAP1,Malignant neoplasm of ovary,Cancer
SKAP1,Epithelial ovarian cancer,Cancer
SKIL,melanoma,Cancer
SKIL,Squamous cell carcinoma,Cancer
SLC22A18,Colorectal Carcinoma,Cancer
SLC22A18,Mammary Neoplasms,Cancer
SLC22A18,Breast Carcinoma,Cancer
SLC22A18,Colorectal Cancer,Cancer
SLC22A18,Tumor Progression,Cancer
SLC22A18,Adenocarcinoma,Cancer
SLC22A18,Squamous cell carcinoma,Cancer
SLC22A18,Esophageal Neoplasms,Cancer
SLC22A18,Malignant neoplasm of breast,Cancer
SLC22A18,Malignant neoplasm of esophagus,Cancer
SLC22A18,Breast Carcinoma,Cancer
SLC22A18,Mammary Neoplasms,Cancer
SLC22A18,Breast Cancer,Cancer
SLC22A18,Hereditary breast cancer ORPHA:227535,Cancer
SMAD6,Ovarian Carcinoma,Cancer
SMAD6,Squamous cell carcinoma,Cancer
SMAD6,Malignant neoplasm of ovary,Cancer
SMAD6,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
SMAD7,Colorectal Carcinoma,Cancer
SMAD7,Mammary Neoplasms,Cancer
SMAD7,Ovarian Carcinoma,Cancer
SMAD7,Breast Carcinoma,Cancer
SMAD7,Colorectal Cancer,Cancer
SMAD7,Tumor Progression,Cancer
SMAD7,Stomach Carcinoma,Cancer
SMAD7,melanoma,Cancer
SMAD7,Squamous cell carcinoma,Cancer
SMAD7,ovarian neoplasm,Cancer
SMAD7,Malignant neoplasm of breast,Cancer
SMAD7,Malignant neoplasm of stomach,Cancer
SMAD7,Malignant neoplasm of ovary,Cancer
SMAD7,Epithelial ovarian cancer,Cancer
SNAI2,Colorectal Carcinoma,Cancer
SNAI2,Mammary Neoplasms,Cancer
SNAI2,Ovarian Carcinoma,Cancer
SNAI2,Breast Carcinoma,Cancer
SNAI2,Colorectal Cancer,Cancer
SNAI2,Tumor Progression,Cancer
SNAI2,Stomach Carcinoma,Cancer
SNAI2,melanoma,Cancer
SNAI2,Adenocarcinoma,Cancer
SNAI2,Squamous cell carcinoma,Cancer
SNAI2,Esophageal Neoplasms,Cancer
SNAI2,Malignant neoplasm of breast,Cancer
SNAI2,Malignant neoplasm of stomach,Cancer
SNAI2,Malignant neoplasm of esophagus,Cancer
SNAI2,Malignant neoplasm of ovary,Cancer
SNAI2,Epithelial ovarian cancer,Cancer
SNAI2,Skin carcinoma,Cancer
SNAI2,Breast Carcinoma,Cancer
SNAI2,Esophagus Neoplasm,Cancer
SNAI2,Mammary Neoplasms,Cancer
SNAI2,Breast Cancer,Cancer
SNAI2,Chondrosarcoma ORPHA:55880,Cancer
SNAI2,Papillary renal cell carcinoma ORPHA:319298,Cancer
SNAI2,Myopathic Ehlers-Danlos syndrome ORPHA:536516,Rare Diseases
SNAI2,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
SNAI2,Autosomal recessive generalized dystrophic epidermolysis bullosa,Rare Diseases
SNAI2,Familial primary localized cutaneous amyloidosis ORPHA:353220,Rare Diseases
SNCG,Colorectal Carcinoma,Cancer
SNCG,Mammary Neoplasms,Cancer
SNCG,Ovarian Carcinoma,Cancer
SNCG,Breast Carcinoma,Cancer
SNCG,Invasive carcinoma of breast,Cancer
SNCG,Invasive Ductal Breast Carcinoma,Cancer
SNCG,Colorectal Cancer,Cancer
SNCG,Tumor Progression,Cancer
SNCG,Stomach Carcinoma,Cancer
SNCG,Squamous cell carcinoma,Cancer
SNCG,Esophageal Neoplasms,Cancer
SNCG,ovarian neoplasm,Cancer
SNCG,Malignant neoplasm of breast,Cancer
SNCG,Malignant neoplasm of stomach,Cancer
SNCG,Malignant neoplasm of esophagus,Cancer
SNCG,Malignant neoplasm of ovary,Cancer
SNCG,Carcinoma,Cancer
SNCG,Epithelial ovarian cancer,Cancer
SNCG,Breast Carcinoma,Cancer
SNCG,Mammary Neoplasms,Cancer
SNCG,Anaplastic Carcinoma,Cancer
SNCG,Breast Cancer,Cancer
SNCG,Autosomal dominant Charcot-Marie-Tooth disease type 2L ORPHA:99945,Rare Diseases
SORBS1,Colorectal Carcinoma,Cancer
SORBS1,Breast Carcinoma,Cancer
SORBS1,Invasive carcinoma of breast,Cancer
SORBS1,Colorectal Cancer,Cancer
SORBS1,Malignant neoplasm of breast,Cancer
SORBS1,Epithelial ovarian cancer,Cancer
SORBS1,Breast Cancer,Cancer
SORL1,Colorectal Cancer,Cancer
SORL1,Malignant neoplasm of breast,Cancer
SORL1,Breast Cancer,Cancer
SORT1,Colorectal Carcinoma,Cancer
SORT1,Breast Carcinoma,Cancer
SORT1,Colorectal Cancer,Cancer
SORT1,Malignant neoplasm of breast,Cancer
SPC25,Hereditary breast cancer ORPHA:227535,Cancer
STN1,Colorectal Carcinoma,Cancer
STN1,Colorectal Cancer,Cancer
STN1,melanoma,Cancer
STN1,Epithelial ovarian cancer,Cancer
SULT1A1,Colorectal Carcinoma,Cancer
SULT1A1,Mammary Neoplasms,Cancer
SULT1A1,Breast Carcinoma,Cancer
SULT1A1,Colorectal Cancer,Cancer
SULT1A1,Stomach Carcinoma,Cancer
SULT1A1,Squamous cell carcinoma,Cancer
SULT1A1,Esophageal Neoplasms,Cancer
SULT1A1,ovarian neoplasm,Cancer
SULT1A1,Malignant neoplasm of breast,Cancer
SULT1A1,Malignant neoplasm of stomach,Cancer
SULT1A1,Malignant neoplasm of esophagus,Cancer
SULT1A1,Urologic Neoplasms,Cancer
SULT1A1,Brain Tumor,Cancer
SULT1A1,Cancer of Urinary Tract,Cancer
SULT1A1,Breast Carcinoma,Cancer
SULT1A1,Urinary Tract Cancer,Cancer
SULT1A1,Mammary Neoplasms,Cancer
SULT1A1,Breast Cancer,Cancer
SUSD4,Breast Carcinoma,Cancer
SUSD4,Tumor Progression,Cancer
SUSD4,Malignant neoplasm of breast,Cancer
TET1,Colorectal Carcinoma,Cancer
TET1,Mammary Neoplasms,Cancer
TET1,Ovarian Carcinoma,Cancer
TET1,Breast Carcinoma,Cancer
TET1,Invasive Ductal Breast Carcinoma,Cancer
TET1,Colorectal Cancer,Cancer
TET1,Stomach Carcinoma,Cancer
TET1,Malignant neoplasm of breast,Cancer
TET1,Malignant neoplasm of stomach,Cancer
TET1,Malignant neoplasm of ovary,Cancer
TET1,Hematopoietic Neoplasms,Cancer
TET1,Epithelial ovarian cancer,Cancer
TFAP4,Colorectal Carcinoma,Cancer
TFAP4,Colorectal Cancer,Cancer
TGM2,Colorectal Carcinoma,Cancer
TGM2,Mammary Neoplasms,Cancer
TGM2,Ovarian Carcinoma,Cancer
TGM2,Breast Carcinoma,Cancer
TGM2,Colorectal Cancer,Cancer
TGM2,Tumor Progression,Cancer
TGM2,Stomach Carcinoma,Cancer
TGM2,melanoma,Cancer
TGM2,Adenocarcinoma,Cancer
TGM2,Squamous cell carcinoma,Cancer
TGM2,Esophageal Neoplasms,Cancer
TGM2,ovarian neoplasm,Cancer
TGM2,Malignant neoplasm of breast,Cancer
TGM2,Fibrosarcoma,Cancer
TGM2,Malignant neoplasm of stomach,Cancer
TGM2,Malignant neoplasm of esophagus,Cancer
TGM2,Malignant neoplasm of ovary,Cancer
TGM2,Epithelial ovarian cancer,Cancer
TGM2,Brain Tumor,Cancer
TGM2,Breast Carcinoma,Cancer
TGM2,Esophagus Neoplasm,Cancer
TGM2,Mammary Neoplasms,Cancer
TGM2,Breast Cancer,Cancer
THBS1,Colorectal Carcinoma,Cancer
THBS1,Mammary Neoplasms,Cancer
THBS1,Ovarian Carcinoma,Cancer
THBS1,Breast Carcinoma,Cancer
THBS1,Invasive carcinoma of breast,Cancer
THBS1,Invasive Ductal Breast Carcinoma,Cancer
THBS1,Colorectal Cancer,Cancer
THBS1,Tumor Progression,Cancer
THBS1,Stomach Carcinoma,Cancer
THBS1,melanoma,Cancer
THBS1,Adenocarcinoma,Cancer
THBS1,Squamous cell carcinoma,Cancer
THBS1,Malignant neoplasm of breast,Cancer
THBS1,Fibrosarcoma,Cancer
THBS1,Malignant neoplasm of stomach,Cancer
THBS1,Malignant neoplasm of ovary,Cancer
THBS1,Epithelial ovarian cancer,Cancer
THBS1,Skin carcinoma,Cancer
THBS1,Cancer of Urinary Tract,Cancer
THBS1,Breast Carcinoma,Cancer
THBS1,Mammary Neoplasms,Cancer
THBS1,Breast Cancer,Cancer
THBS1,Chondrosarcoma ORPHA:55880,Cancer
THBS1,Familial primary localized cutaneous amyloidosis ORPHA:353220,Rare Diseases
TIMP2,Colorectal Carcinoma,Cancer
TIMP2,Mammary Neoplasms,Cancer
TIMP2,Ovarian Carcinoma,Cancer
TIMP2,Breast Carcinoma,Cancer
TIMP2,Invasive carcinoma of breast,Cancer
TIMP2,Colorectal Cancer,Cancer
TIMP2,Stomach Carcinoma,Cancer
TIMP2,melanoma,Cancer
TIMP2,Adenocarcinoma,Cancer
TIMP2,Squamous cell carcinoma,Cancer
TIMP2,Esophageal Neoplasms,Cancer
TIMP2,ovarian neoplasm,Cancer
TIMP2,Malignant neoplasm of breast,Cancer
TIMP2,Fibrosarcoma,Cancer
TIMP2,Malignant neoplasm of stomach,Cancer
TIMP2,Malignant neoplasm of esophagus,Cancer
TIMP2,Malignant neoplasm of ovary,Cancer
TIMP2,Epithelial ovarian cancer,Cancer
TIMP2,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
TIMP2,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
TNFSF9,Colorectal Carcinoma,Cancer
TNFSF9,Ovarian Carcinoma,Cancer
TNFSF9,Colorectal Cancer,Cancer
TNFSF9,Adenocarcinoma,Cancer
TNFSF9,Malignant neoplasm of stomach,Cancer
TNFSF9,Epithelial ovarian cancer,Cancer
TPM4,Invasive Ductal Breast Carcinoma,Cancer
TPM4,Esophageal Neoplasms,Cancer
TPM4,Malignant neoplasm of breast,Cancer
TPM4,Malignant neoplasm of esophagus,Cancer
TPM4,Esophagus Neoplasm,Cancer
TPM4,Breast Cancer,Cancer
TRAK2,Breast Carcinoma,Cancer
TRAK2,Breast Carcinoma,Cancer
TRIB3,Colorectal Carcinoma,Cancer
TRIB3,Mammary Neoplasms,Cancer
TRIB3,Breast Carcinoma,Cancer
TRIB3,Colorectal Cancer,Cancer
TRIB3,Stomach Carcinoma,Cancer
TRIB3,Malignant neoplasm of breast,Cancer
TRIB3,Malignant neoplasm of stomach,Cancer
TSC22D1,Mammary Neoplasms,Cancer
TSC22D1,Carcinoma,Cancer
TSC22D1,Anaplastic Carcinoma,Cancer
UQCC1,Malignant neoplasm of breast,Cancer
UQCC1,Breast Cancer,Cancer
VGLL3,Ovarian Carcinoma,Cancer
VGLL3,Breast Carcinoma,Cancer
VGLL3,Malignant neoplasm of ovary,Cancer
VGLL3,Epithelial ovarian cancer,Cancer
VGLL3,Breast Carcinoma,Cancer
WNT16,Mammary Neoplasms,Cancer
WNT16,Colorectal Cancer,Cancer
WNT9A,Mammary Neoplasms,Cancer
ZCCHC12,Esophagus Neoplasm,Cancer
ZNF703,Mammary Neoplasms,Cancer
ZNF703,Breast Carcinoma,Cancer
ZNF703,Malignant neoplasm of breast,Cancer
AMOTL2,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
AMOTL2,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
AMOTL2,Severe generalized junctional epidermolysis bullosa ORPHA:79404,Rare Diseases
AMOTL2,Chondrosarcoma ORPHA:55880,Cancer
AMOTL2,Kindler epidermolysis bullosa ORPHA:2908,Rare Diseases
AMOTL2,Papillary renal cell carcinoma ORPHA:319298,Cancer
AMOTL2,Autosomal dominant Charcot-Marie-Tooth disease type 2L ORPHA:99945,Rare Diseases
AMOTL2,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
AMOTL2,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
AMOTL2,Hereditary papillary renal cell carcinoma ORPHA:47044,Cancer
AMOTL2,Myopathic Ehlers-Danlos syndrome ORPHA:536516,Rare Diseases
AMOTL2,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
AMOTL2,Autosomal recessive generalized dystrophic epidermolysis bullosa,Rare Diseases
AMOTL2,Dermatofibrosarcoma protuberans ORPHA:31112,Cancer
AMOTL2,Junctional epidermolysis bullosa with pyloric atresia ORPHA:79403,Rare Diseases
AMOTL2,Pediatric hepatocellular carcinoma ORPHA:33402,Cancer
AMOTL2,Rolandic epilepsy-speech dyspraxia syndrome ORPHA:163721,Neurological Diseases
CCND1,Colorectal Carcinoma,Cancer
CCND1,Mammary Neoplasms,Cancer
CCND1,Ovarian Carcinoma,Cancer
CCND1,Breast Carcinoma,Cancer
CCND1,Invasive carcinoma of breast,Cancer
CCND1,Invasive Ductal Breast Carcinoma,Cancer
CCND1,Colorectal Cancer,Cancer
CCND1,Tumor Progression,Cancer
CCND1,Stomach Carcinoma,Cancer
CCND1,melanoma,Cancer
CCND1,Adenocarcinoma,Cancer
CCND1,Squamous cell carcinoma,Cancer
CCND1,Esophageal Neoplasms,Cancer
CCND1,Pre B-cell acute lymphoblastic leukemia,Cancer
CCND1,ovarian neoplasm,Cancer
CCND1,Malignant neoplasm of breast,Cancer
CCND1,Fibrosarcoma,Cancer
CCND1,Malignant neoplasm of stomach,Cancer
CCND1,Malignant neoplasm of esophagus,Cancer
CCND1,Malignant neoplasm of ovary,Cancer
CCND1,Carcinoma,Cancer
CCND1,Urologic Neoplasms,Cancer
CCND1,Hematopoietic Neoplasms,Cancer
CCND1,Epithelial ovarian cancer,Cancer
CCND1,Brain Tumor,Cancer
CCND1,Skin carcinoma,Cancer
CCND1,Cancer of Urinary Tract,Cancer
CCND1,Breast Carcinoma,Cancer
CCND1,Esophagus Neoplasm,Cancer
CCND1,Urinary Tract Cancer,Cancer
CCND1,Mammary Neoplasms,Cancer
CCND1,Anaplastic Carcinoma,Cancer
CCND1,Breast Cancer,Cancer
CCND1,Lymphocytic Leukemia,Cancer
CCND1,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
CCND1,Chondrosarcoma ORPHA:55880,Cancer
CCND1,Kindler epidermolysis bullosa ORPHA:2908,Rare Diseases
CCND1,Hereditary papillary renal cell carcinoma ORPHA:47044,Cancer
CCND1,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
CCND1,Autosomal recessive generalized dystrophic epidermolysis bullosa,Rare Diseases
CCND1,Dermatofibrosarcoma protuberans ORPHA:31112,Cancer
CCND1,Pediatric hepatocellular carcinoma ORPHA:33402,Cancer
COL12A1,Colorectal Carcinoma,Cancer
COL12A1,Breast Carcinoma,Cancer
COL12A1,Colorectal Cancer,Cancer
COL12A1,Malignant neoplasm of breast,Cancer
COL12A1,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
COL12A1,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
COL12A1,Severe generalized junctional epidermolysis bullosa ORPHA:79404,Rare Diseases
COL12A1,Chondrosarcoma ORPHA:55880,Cancer
COL12A1,Papillary renal cell carcinoma ORPHA:319298,Cancer
COL12A1,Autosomal dominant Charcot-Marie-Tooth disease type 2L ORPHA:99945,Rare Diseases
COL12A1,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
COL12A1,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
COL12A1,Hereditary papillary renal cell carcinoma ORPHA:47044,Cancer
COL12A1,Myopathic Ehlers-Danlos syndrome ORPHA:536516,Rare Diseases
COL12A1,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
COL12A1,Autosomal recessive generalized dystrophic epidermolysis bullosa,Rare Diseases
COL12A1,Dermatofibrosarcoma protuberans ORPHA:31112,Cancer
COL12A1,Familial primary localized cutaneous amyloidosis ORPHA:353220,Rare Diseases
COL12A1,Pediatric hepatocellular carcinoma ORPHA:33402,Cancer
COL12A1,Rolandic epilepsy-speech dyspraxia syndrome ORPHA:163721,Neurological Diseases
COL5A2,Colorectal Carcinoma,Cancer
COL5A2,Colorectal Cancer,Cancer
COL5A2,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
COL5A2,Chondrosarcoma ORPHA:55880,Cancer
COL5A2,Myopathic Ehlers-Danlos syndrome ORPHA:536516,Rare Diseases
COL5A2,Autosomal recessive generalized dystrophic epidermolysis bullosa,Rare Diseases
COL5A2,Dermatofibrosarcoma protuberans ORPHA:31112,Cancer
COL5A2,Rolandic epilepsy-speech dyspraxia syndrome ORPHA:163721,Neurological Diseases
KITLG,Colorectal Carcinoma,Cancer
KITLG,Mammary Neoplasms,Cancer
KITLG,Ovarian Carcinoma,Cancer
KITLG,Breast Carcinoma,Cancer
KITLG,Invasive carcinoma of breast,Cancer
KITLG,Colorectal Cancer,Cancer
KITLG,Tumor Progression,Cancer
KITLG,Stomach Carcinoma,Cancer
KITLG,melanoma,Cancer
KITLG,Adenocarcinoma,Cancer
KITLG,Squamous cell carcinoma,Cancer
KITLG,ovarian neoplasm,Cancer
KITLG,Malignant neoplasm of breast,Cancer
KITLG,Fibrosarcoma,Cancer
KITLG,Malignant neoplasm of stomach,Cancer
KITLG,Malignant neoplasm of ovary,Cancer
KITLG,Carcinoma,Cancer
KITLG,Anaplastic Carcinoma,Cancer
KITLG,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
KITLG,Kindler epidermolysis bullosa ORPHA:2908,Rare Diseases
KITLG,Papillary renal cell carcinoma ORPHA:319298,Cancer
KITLG,Autosomal dominant Charcot-Marie-Tooth disease type 2L ORPHA:99945,Rare Diseases
KITLG,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
KITLG,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
KITLG,Hereditary papillary renal cell carcinoma ORPHA:47044,Cancer
KITLG,Myopathic Ehlers-Danlos syndrome ORPHA:536516,Rare Diseases
KITLG,Pediatric hepatocellular carcinoma ORPHA:33402,Cancer
LAMA3,Mammary Neoplasms,Cancer
LAMA3,Ovarian Carcinoma,Cancer
LAMA3,Stomach Carcinoma,Cancer
LAMA3,Adenocarcinoma,Cancer
LAMA3,Malignant neoplasm of breast,Cancer
LAMA3,Malignant neoplasm of stomach,Cancer
LAMA3,Epithelial ovarian cancer,Cancer
LAMA3,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
LAMA3,Severe generalized junctional epidermolysis bullosa ORPHA:79404,Rare Diseases
LAMA3,Kindler epidermolysis bullosa ORPHA:2908,Rare Diseases
LAMA3,Papillary renal cell carcinoma ORPHA:319298,Cancer
LAMA3,Hereditary papillary renal cell carcinoma ORPHA:47044,Cancer
LAMA3,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
LAMA3,Junctional epidermolysis bullosa with pyloric atresia ORPHA:79403,Rare Diseases
LIFR,Colorectal Carcinoma,Cancer
LIFR,Mammary Neoplasms,Cancer
LIFR,Ovarian Carcinoma,Cancer
LIFR,Breast Carcinoma,Cancer
LIFR,Colorectal Cancer,Cancer
LIFR,Stomach Carcinoma,Cancer
LIFR,melanoma,Cancer
LIFR,Malignant neoplasm of breast,Cancer
LIFR,Malignant neoplasm of stomach,Cancer
LIFR,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
LIFR,Autosomal dominant Charcot-Marie-Tooth disease type 2L ORPHA:99945,Rare Diseases
LIFR,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
LIFR,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
LIFR,Myopathic Ehlers-Danlos syndrome ORPHA:536516,Rare Diseases
LIFR,Rolandic epilepsy-speech dyspraxia syndrome ORPHA:163721,Neurological Diseases
PLSCR4,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
PLSCR4,Papillary renal cell carcinoma ORPHA:319298,Cancer
PLSCR4,Charcot-Marie-Tooth disease type 1A ORPHA:101081,Rare Diseases
PLSCR4,Charcot-Marie-Tooth disease type 1E ORPHA:90658,Rare Diseases
PLSCR4,Rolandic epilepsy-speech dyspraxia syndrome ORPHA:163721,Neurological Diseases
PRSS23,Breast Carcinoma,Cancer
PRSS23,Tumor Progression,Cancer
PRSS23,melanoma,Cancer
PRSS23,Malignant neoplasm of breast,Cancer
PRSS23,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome ORPHA:306504,Rare Diseases
PRSS23,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
PRSS23,Familial primary localized cutaneous amyloidosis ORPHA:353220,Rare Diseases
RGL1,Malignant neoplasm of breast,Cancer
RGL1,Breast Cancer,Cancer
RGL1,Neonatal diabetes-congenital hypothyroidism-congenital glaucoma-hepatic fibrosis-polycystic kidneys syndrome ORPHA:79118,Associated with Dysbiosis
SMAD6,Ovarian Carcinoma,Cancer
SMAD6,Squamous cell carcinoma,Cancer
SMAD6,Malignant neoplasm of ovary,Cancer
SMAD6,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome ORPHA:2255,Associated with Dysbiosis
SNAI2,Colorectal Carcinoma,Cancer
SNAI2,Mammary Neoplasms,Cancer
SNAI2,Ovarian Carcinoma,Cancer
SNAI2,Breast Carcinoma,Cancer
SNAI2,Colorectal Cancer,Cancer
SNAI2,Tumor Progression,Cancer
SNAI2,Stomach Carcinoma,Cancer
SNAI2,melanoma,Cancer
SNAI2,Adenocarcinoma,Cancer
SNAI2,Squamous cell carcinoma,Cancer
SNAI2,Esophageal Neoplasms,Cancer
