Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
CCL2,ICAM1,0.928,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
ICAM1,CCL2,0.928,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
CXCL8,ICAM1,0.943,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
ICAM1,IL1B,0.912,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
IL1B,ICAM1,0.912,Homo sapiens,Homo sapiens,ICAM1,1.66923465166507,3.18045825734968,UpRegulated
CYP1A1,CYP1B1,0.937,Homo sapiens,Homo sapiens,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
CYP1B1,CYP1A1,0.937,Homo sapiens,Homo sapiens,CYP1A1,1.3635432835192,2.57316377471471,UpRegulated
DNAJB1,HSPH1,0.99,Homo sapiens,Homo sapiens,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
DNAJB1,HSPA1B,0.998,Homo sapiens,Homo sapiens,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
HSPA1B,DNAJB1,0.998,Homo sapiens,Homo sapiens,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
HSPA6,DNAJB1,0.984,Homo sapiens,Homo sapiens,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
HSPH1,DNAJB1,0.99,Homo sapiens,Homo sapiens,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
DNAJB1,HSPA6,0.984,Homo sapiens,Homo sapiens,DNAJB1,-1.3473069409665,2.54436728344308,DownRegulated
CD83,TNF,0.923,Homo sapiens,Homo sapiens,CD83,1.223622827613,2.33532417165544,UpRegulated
TNF,CD83,0.923,Homo sapiens,Homo sapiens,CD83,1.223622827613,2.33532417165544,UpRegulated
NFKBIA,TNF,0.967,Homo sapiens,Homo sapiens,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
TNF,NFKBIA,0.967,Homo sapiens,Homo sapiens,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
IL1B,NFKBIA,0.945,Homo sapiens,Homo sapiens,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
NFKBIA,IL1B,0.945,Homo sapiens,Homo sapiens,NFKBIA,1.19305978331471,2.28637141297789,UpRegulated
HSPH1,DNAJB4,0.967,Homo sapiens,Homo sapiens,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB1,HSPH1,0.99,Homo sapiens,Homo sapiens,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPH1,DNAJB1,0.99,Homo sapiens,Homo sapiens,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
DNAJB4,HSPH1,0.967,Homo sapiens,Homo sapiens,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPA1B,HSPH1,0.953,Homo sapiens,Homo sapiens,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPH1,HSPA1B,0.953,Homo sapiens,Homo sapiens,HSPH1,-1.19016528371576,2.28178883204879,DownRegulated
HSPA1B,DNAJB1,0.998,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
DNAJB1,HSPA1B,0.998,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
DNAJB4,HSPA1B,0.976,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
HSPA1B,DNAJB4,0.976,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
HSPH1,HSPA1B,0.953,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
HSPA1B,HSPA6,0.959,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
HSPA1B,HSPH1,0.953,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
HSPA6,HSPA1B,0.959,Homo sapiens,Homo sapiens,HSPA1B,-1.16389266336956,2.24061172048945,DownRegulated
THBS1,SDC4,0.977,Homo sapiens,Homo sapiens,SDC4,1.14132435045503,2.20583419178054,UpRegulated
SDC4,THBS1,0.977,Homo sapiens,Homo sapiens,SDC4,1.14132435045503,2.20583419178054,UpRegulated
FOS,MAFB,0.983,Homo sapiens,Homo sapiens,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
MAFB,FOS,0.983,Homo sapiens,Homo sapiens,MAFB,-1.12565448885744,2.18200512296082,DownRegulated
HSPH1,DNAJB4,0.967,Homo sapiens,Homo sapiens,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
HSPA6,DNAJB4,0.947,Homo sapiens,Homo sapiens,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPA1B,0.976,Homo sapiens,Homo sapiens,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
HSPA1B,DNAJB4,0.976,Homo sapiens,Homo sapiens,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPH1,0.967,Homo sapiens,Homo sapiens,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
DNAJB4,HSPA6,0.947,Homo sapiens,Homo sapiens,DNAJB4,-1.06814744641838,2.0967392311717,DownRegulated
