Interactor A Genes,Interactor B Genes,Combined Score,Taxid interactor A,Taxid interactor B,Genes,Log2FoldChange,FoldChange,Regulation
CDCA3,CCNB1,0.936,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
CCNA2,CDCA3,0.94,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
CDCA3,CCNA2,0.94,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
CDCA3,PLK1,0.904,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
KIF20A,CDCA3,0.93,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
CCNB2,CDCA3,0.913,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
PLK1,CDCA3,0.904,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
CCNB1,CDCA3,0.936,Homo sapiens,Homo sapiens,CDCA3,-1.56358905936196,2.95588278204118,DownRegulated
MAD1L1,CETN3,0.908,Homo sapiens,Homo sapiens,CETN3,-1.56198153555261,2.95259102215247,DownRegulated
CETN3,MAD1L1,0.908,Homo sapiens,Homo sapiens,CETN3,-1.56198153555261,2.95259102215247,DownRegulated
EDN1,ECE1,0.984,Homo sapiens,Homo sapiens,EDN1,-1.56071588177686,2.95000189613385,DownRegulated
EDN1,AGT,0.953,Homo sapiens,Homo sapiens,EDN1,-1.56071588177686,2.95000189613385,DownRegulated
ECE1,EDN1,0.984,Homo sapiens,Homo sapiens,EDN1,-1.56071588177686,2.95000189613385,DownRegulated
AGT,EDN1,0.953,Homo sapiens,Homo sapiens,EDN1,-1.56071588177686,2.95000189613385,DownRegulated
EDN1,EDN2,0.95,Homo sapiens,Homo sapiens,EDN1,-1.56071588177686,2.95000189613385,DownRegulated
EDN2,EDN1,0.95,Homo sapiens,Homo sapiens,EDN1,-1.56071588177686,2.95000189613385,DownRegulated
IRF7,CREBBP,0.976,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IFI44,IRF7,0.919,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
OAS1,IRF7,0.959,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
ISG15,IRF7,0.973,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IRF7,EP300,0.979,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
JUN,IRF7,0.989,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
EP300,IRF7,0.979,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IRF7,ISG15,0.973,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IRF7,OAS1,0.959,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
OASL,IRF7,0.913,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
CREBBP,IRF7,0.976,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IRF7,IFI44,0.919,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IRF7,OASL,0.913,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
IRF7,JUN,0.989,Homo sapiens,Homo sapiens,IRF7,1.55937032761404,2.94725180915349,UpRegulated
LUC7L2,SNRPE,0.949,Homo sapiens,Homo sapiens,LUC7L2,-1.55525772336458,2.93886221867009,DownRegulated
SNRPE,LUC7L2,0.949,Homo sapiens,Homo sapiens,LUC7L2,-1.55525772336458,2.93886221867009,DownRegulated
PHF1,JARID2,0.982,Homo sapiens,Homo sapiens,PHF1,1.55368512279538,2.93566047590509,UpRegulated
PHF1,PHF19,0.963,Homo sapiens,Homo sapiens,PHF1,1.55368512279538,2.93566047590509,UpRegulated
PHF19,PHF1,0.963,Homo sapiens,Homo sapiens,PHF1,1.55368512279538,2.93566047590509,UpRegulated
JARID2,PHF1,0.982,Homo sapiens,Homo sapiens,PHF1,1.55368512279538,2.93566047590509,UpRegulated
PARP9,IFIT3,0.925,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
IFIT3,ISG15,0.976,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
OASL,IFIT3,0.964,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
IFIT3,OAS1,0.947,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
IFIT3,IFI44,0.984,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
IFIT3,PARP9,0.925,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
IFI44,IFIT3,0.984,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
OAS1,IFIT3,0.947,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
IFIT3,OASL,0.964,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
ISG15,IFIT3,0.976,Homo sapiens,Homo sapiens,IFIT3,-1.55241725358589,2.93308169216925,DownRegulated
AMH,SOX9,0.92,Homo sapiens,Homo sapiens,AMH,1.55144880504752,2.93111344148851,UpRegulated
SOX9,AMH,0.92,Homo sapiens,Homo sapiens,AMH,1.55144880504752,2.93111344148851,UpRegulated
LAMA3,ITGA3,0.919,Homo sapiens,Homo sapiens,LAMA3,1.55144216144383,2.93109994375636,UpRegulated
LAMB1,LAMA3,0.95,Homo sapiens,Homo sapiens,LAMA3,1.55144216144383,2.93109994375636,UpRegulated
ITGA3,LAMA3,0.919,Homo sapiens,Homo sapiens,LAMA3,1.55144216144383,2.93109994375636,UpRegulated
LAMA3,LAMB1,0.95,Homo sapiens,Homo sapiens,LAMA3,1.55144216144383,2.93109994375636,UpRegulated
LCMT2,TYW3,0.906,Homo sapiens,Homo sapiens,LCMT2,-1.55100503009976,2.93021196568034,DownRegulated
TYW3,LCMT2,0.906,Homo sapiens,Homo sapiens,LCMT2,-1.55100503009976,2.93021196568034,DownRegulated
PRKACA,KDM3B,0.907,Homo sapiens,Homo sapiens,KDM3B,-1.5432026795683,2.91440763475615,DownRegulated
KDM3B,PRKACA,0.907,Homo sapiens,Homo sapiens,KDM3B,-1.5432026795683,2.91440763475615,DownRegulated
RHOBTB3,PLIN3,0.977,Homo sapiens,Homo sapiens,PLIN3,1.53994473506852,2.90783364290468,UpRegulated
PLIN3,RHOBTB3,0.977,Homo sapiens,Homo sapiens,PLIN3,1.53994473506852,2.90783364290468,UpRegulated
UTP20,FCF1,0.998,Homo sapiens,Homo sapiens,FCF1,-1.53982721909043,2.90759679243529,DownRegulated
EMG1,FCF1,0.999,Homo sapiens,Homo sapiens,FCF1,-1.53982721909043,2.90759679243529,DownRegulated
RRP9,FCF1,0.997,Homo sapiens,Homo sapiens,FCF1,-1.53982721909043,2.90759679243529,DownRegulated
FCF1,EMG1,0.999,Homo sapiens,Homo sapiens,FCF1,-1.53982721909043,2.90759679243529,DownRegulated
FCF1,UTP20,0.998,Homo sapiens,Homo sapiens,FCF1,-1.53982721909043,2.90759679243529,DownRegulated
FCF1,RRP9,0.997,Homo sapiens,Homo sapiens,FCF1,-1.53982721909043,2.90759679243529,DownRegulated
PLK3,TP53,0.924,Homo sapiens,Homo sapiens,PLK3,1.5397640841146,2.90746955346145,UpRegulated
PLK3,CDC25C,0.965,Homo sapiens,Homo sapiens,PLK3,1.5397640841146,2.90746955346145,UpRegulated
TP53,PLK3,0.924,Homo sapiens,Homo sapiens,PLK3,1.5397640841146,2.90746955346145,UpRegulated
CDC25C,PLK3,0.965,Homo sapiens,Homo sapiens,PLK3,1.5397640841146,2.90746955346145,UpRegulated
ISG15,TRIM25,0.935,Homo sapiens,Homo sapiens,TRIM25,1.53897141801597,2.90587252881596,UpRegulated
ZC3HAV1,TRIM25,0.92,Homo sapiens,Homo sapiens,TRIM25,1.53897141801597,2.90587252881596,UpRegulated
TRIM25,ZC3HAV1,0.92,Homo sapiens,Homo sapiens,TRIM25,1.53897141801597,2.90587252881596,UpRegulated
TRIM25,ISG15,0.935,Homo sapiens,Homo sapiens,TRIM25,1.53897141801597,2.90587252881596,UpRegulated
NCBP2,CTIF,0.928,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
SNRPE,NCBP2,0.992,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NCBP2,SRSF6,0.92,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
SNRPB2,NCBP2,0.969,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
CTIF,NCBP2,0.928,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NXF1,NCBP2,0.904,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
SRSF6,NCBP2,0.92,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NCBP2,EIF4A3,0.942,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
EIF4A3,NCBP2,0.942,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NCBP2,SNRPE,0.992,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NCBP2,NXF1,0.904,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NCBP2,SRSF7,0.904,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
SRSF7,NCBP2,0.904,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NCBP2,SNRPB2,0.969,Homo sapiens,Homo sapiens,NCBP2,-1.53846007142383,2.90484275837083,DownRegulated
NUMBL,LNX1,0.992,Homo sapiens,Homo sapiens,LNX1,1.53818172249606,2.90428236144094,UpRegulated
LNX1,NUMBL,0.992,Homo sapiens,Homo sapiens,LNX1,1.53818172249606,2.90428236144094,UpRegulated
ISG15,FLNB,0.941,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
FLNA,FLNB,0.979,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
FLNB,VCL,0.995,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
FLNB,FLNA,0.979,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
VCL,FLNB,0.995,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
FLNB,ISG15,0.941,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
FLNB,TLN2,0.995,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
TLN2,FLNB,0.995,Homo sapiens,Homo sapiens,FLNB,1.5358009584307,2.89949360922821,UpRegulated
ZMYND8,DBN1,0.955,Homo sapiens,Homo sapiens,ZMYND8,-1.53468350153297,2.89724864092085,DownRegulated
DBN1,ZMYND8,0.955,Homo sapiens,Homo sapiens,ZMYND8,-1.53468350153297,2.89724864092085,DownRegulated
INTS3,ZMYND8,0.994,Homo sapiens,Homo sapiens,ZMYND8,-1.53468350153297,2.89724864092085,DownRegulated
ZMYND8,INTS3,0.994,Homo sapiens,Homo sapiens,ZMYND8,-1.53468350153297,2.89724864092085,DownRegulated
MSL1,ING3,0.906,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
ING3,EPC1,0.996,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
EPC1,ING3,0.996,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
EPC2,ING3,0.993,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
KAT5,ING3,0.999,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
ING3,EPC2,0.993,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
TFPT,ING3,0.904,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
ING3,INO80C,0.9,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
INO80C,ING3,0.9,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
ING3,TFPT,0.904,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
ING3,KAT5,0.999,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
ING3,MSL1,0.906,Homo sapiens,Homo sapiens,ING3,-1.53326389354834,2.89439915833321,DownRegulated
DFFA,CIDEC,0.916,Homo sapiens,Homo sapiens,CIDEC,1.52862947513383,2.88511629914566,UpRegulated
CIDEC,DFFA,0.916,Homo sapiens,Homo sapiens,CIDEC,1.52862947513383,2.88511629914566,UpRegulated
B3GAT3,CSGALNACT2,0.967,Homo sapiens,Homo sapiens,B3GAT3,1.52480558768437,2.87747937528066,UpRegulated
CSGALNACT2,B3GAT3,0.967,Homo sapiens,Homo sapiens,B3GAT3,1.52480558768437,2.87747937528066,UpRegulated
SRSF6,SRSF4,0.973,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRSF6,HNRNPA1,0.925,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRSF7,SRSF6,0.978,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRSF4,SRSF6,0.973,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
NCBP2,SRSF6,0.92,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
HNRNPA1,SRSF6,0.925,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRSF6,NCBP2,0.92,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRSF6,SRSF7,0.978,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRSF6,SRPK2,0.904,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
SRPK2,SRSF6,0.904,Homo sapiens,Homo sapiens,SRSF6,-1.52440338459481,2.87667728630603,DownRegulated
TPM3,TNNI3,0.994,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
PRKACA,TNNI3,0.952,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNI2,TNNI3,0.914,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNC1,TNNI3,0.999,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNI3,TNNC1,0.999,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNI3,PRKACA,0.952,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNI3,TPM3,0.994,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNI3,TNNT1,0.998,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNT1,TNNI3,0.998,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
TNNI3,TNNI2,0.914,Homo sapiens,Homo sapiens,TNNI3,1.52260489528681,2.87309340354603,UpRegulated
SDC4,GPC1,0.977,Homo sapiens,Homo sapiens,GPC1,1.5184820598636,2.86489459388646,UpRegulated
HBEGF,GPC1,0.972,Homo sapiens,Homo sapiens,GPC1,1.5184820598636,2.86489459388646,UpRegulated
GPC1,SDC4,0.977,Homo sapiens,Homo sapiens,GPC1,1.5184820598636,2.86489459388646,UpRegulated
GPC1,HBEGF,0.972,Homo sapiens,Homo sapiens,GPC1,1.5184820598636,2.86489459388646,UpRegulated
ATP6V0A1,ATP6V0D1,0.999,Homo sapiens,Homo sapiens,ATP6V0A1,1.5147471956529,2.85748751629861,UpRegulated
ATP6V0A1,ATP6V0B,0.999,Homo sapiens,Homo sapiens,ATP6V0A1,1.5147471956529,2.85748751629861,UpRegulated
ATP6V0B,ATP6V0A1,0.999,Homo sapiens,Homo sapiens,ATP6V0A1,1.5147471956529,2.85748751629861,UpRegulated
ATP6V0D1,ATP6V0A1,0.999,Homo sapiens,Homo sapiens,ATP6V0A1,1.5147471956529,2.85748751629861,UpRegulated
ATP6V0A1,TCIRG1,0.96,Homo sapiens,Homo sapiens,ATP6V0A1,1.5147471956529,2.85748751629861,UpRegulated
TCIRG1,ATP6V0A1,0.96,Homo sapiens,Homo sapiens,ATP6V0A1,1.5147471956529,2.85748751629861,UpRegulated
ARAF,PRKACA,0.915,Homo sapiens,Homo sapiens,ARAF,-1.51263952881294,2.85331599400655,DownRegulated
PRKACA,ARAF,0.915,Homo sapiens,Homo sapiens,ARAF,-1.51263952881294,2.85331599400655,DownRegulated
ARAF,ARRB2,0.943,Homo sapiens,Homo sapiens,ARAF,-1.51263952881294,2.85331599400655,DownRegulated
ARAF,PRKCA,0.904,Homo sapiens,Homo sapiens,ARAF,-1.51263952881294,2.85331599400655,DownRegulated
PRKCA,ARAF,0.904,Homo sapiens,Homo sapiens,ARAF,-1.51263952881294,2.85331599400655,DownRegulated
ARRB2,ARAF,0.943,Homo sapiens,Homo sapiens,ARAF,-1.51263952881294,2.85331599400655,DownRegulated
PIP5K1C,PI4KA,0.966,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1B,PIP5K1C,0.942,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5KL1,PIP5K1C,0.93,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PI4K2A,PIP5K1C,0.961,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,TLN2,0.969,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,PIP5KL1,0.93,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,PIK3CD,0.942,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PI4KA,PIP5K1C,0.966,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,PI4K2A,0.961,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,PIP5K1B,0.942,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIK3CD,PIP5K1C,0.942,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,FARP2,0.907,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
TLN2,PIP5K1C,0.969,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
PIP5K1C,VCL,0.954,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
VCL,PIP5K1C,0.954,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
FARP2,PIP5K1C,0.907,Homo sapiens,Homo sapiens,PIP5K1C,1.51128713361997,2.85064252341978,UpRegulated
ACOT4,ACOT1,0.905,Homo sapiens,Homo sapiens,ACOT1,-1.50721243897113,2.84260263297352,DownRegulated
ACOT1,ACOT7,0.977,Homo sapiens,Homo sapiens,ACOT1,-1.50721243897113,2.84260263297352,DownRegulated
ACOT1,ACOT4,0.905,Homo sapiens,Homo sapiens,ACOT1,-1.50721243897113,2.84260263297352,DownRegulated
ACOT1,PFKP,0.9,Homo sapiens,Homo sapiens,ACOT1,-1.50721243897113,2.84260263297352,DownRegulated
ACOT7,ACOT1,0.977,Homo sapiens,Homo sapiens,ACOT1,-1.50721243897113,2.84260263297352,DownRegulated
PFKP,ACOT1,0.9,Homo sapiens,Homo sapiens,ACOT1,-1.50721243897113,2.84260263297352,DownRegulated
FASTKD2,DDX28,0.911,Homo sapiens,Homo sapiens,FASTKD2,-1.50684380970687,2.84187640003695,DownRegulated
DDX28,FASTKD2,0.911,Homo sapiens,Homo sapiens,FASTKD2,-1.50684380970687,2.84187640003695,DownRegulated
FASTKD2,TRUB2,0.92,Homo sapiens,Homo sapiens,FASTKD2,-1.50684380970687,2.84187640003695,DownRegulated
TRUB2,FASTKD2,0.92,Homo sapiens,Homo sapiens,FASTKD2,-1.50684380970687,2.84187640003695,DownRegulated
NCAPG,MKI67,0.908,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
CCNA2,MKI67,0.93,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
MKI67,CCNA2,0.93,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
KIF15,MKI67,0.935,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
KIF20A,MKI67,0.925,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
MKI67,KIF20A,0.925,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
MKI67,KIF15,0.935,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
MKI67,NCAPG,0.908,Homo sapiens,Homo sapiens,MKI67,-1.50563594349302,2.83949809426042,DownRegulated
FARP2,PIP5K1C,0.907,Homo sapiens,Homo sapiens,FARP2,1.49318227691792,2.81509240027722,UpRegulated
PIP5K1C,FARP2,0.907,Homo sapiens,Homo sapiens,FARP2,1.49318227691792,2.81509240027722,UpRegulated
NAB2,EGR1,0.992,Homo sapiens,Homo sapiens,NAB2,1.49308052319793,2.81489385795581,UpRegulated
EGR1,NAB2,0.992,Homo sapiens,Homo sapiens,NAB2,1.49308052319793,2.81489385795581,UpRegulated
LIG3,XRCC4,0.944,Homo sapiens,Homo sapiens,XRCC4,-1.49291545295196,2.81457180192393,DownRegulated
XRCC4,LIG3,0.944,Homo sapiens,Homo sapiens,XRCC4,-1.49291545295196,2.81457180192393,DownRegulated
SERPINH1,COL1A1,0.921,Homo sapiens,Homo sapiens,SERPINH1,-1.49263018950808,2.81401533291991,DownRegulated
COL1A1,SERPINH1,0.921,Homo sapiens,Homo sapiens,SERPINH1,-1.49263018950808,2.81401533291991,DownRegulated
FLNA,RNASEL,0.947,Homo sapiens,Homo sapiens,RNASEL,-1.48944842720984,2.80781605884874,DownRegulated
RNASEL,FLNA,0.947,Homo sapiens,Homo sapiens,RNASEL,-1.48944842720984,2.80781605884874,DownRegulated
RNASEL,OAS1,0.964,Homo sapiens,Homo sapiens,RNASEL,-1.48944842720984,2.80781605884874,DownRegulated
OASL,RNASEL,0.93,Homo sapiens,Homo sapiens,RNASEL,-1.48944842720984,2.80781605884874,DownRegulated
OAS1,RNASEL,0.964,Homo sapiens,Homo sapiens,RNASEL,-1.48944842720984,2.80781605884874,DownRegulated
RNASEL,OASL,0.93,Homo sapiens,Homo sapiens,RNASEL,-1.48944842720984,2.80781605884874,DownRegulated
HEXIM2,HEXIM1,0.995,Homo sapiens,Homo sapiens,HEXIM1,1.48617316409231,2.80144887446771,UpRegulated
HEXIM1,LARP7,0.999,Homo sapiens,Homo sapiens,HEXIM1,1.48617316409231,2.80144887446771,UpRegulated
HEXIM1,MEPCE,0.999,Homo sapiens,Homo sapiens,HEXIM1,1.48617316409231,2.80144887446771,UpRegulated
MEPCE,HEXIM1,0.999,Homo sapiens,Homo sapiens,HEXIM1,1.48617316409231,2.80144887446771,UpRegulated
HEXIM1,HEXIM2,0.995,Homo sapiens,Homo sapiens,HEXIM1,1.48617316409231,2.80144887446771,UpRegulated
LARP7,HEXIM1,0.999,Homo sapiens,Homo sapiens,HEXIM1,1.48617316409231,2.80144887446771,UpRegulated
MAP3K3,MAP2K3,0.97,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
TAOK2,MAP2K3,0.987,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
MAPK11,MAP2K3,0.976,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
MAP2K3,MAPK11,0.976,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
MAP2K3,TAOK2,0.987,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
MAP2K3,TAOK3,0.908,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
MAP2K3,MAP3K3,0.97,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
TAOK3,MAP2K3,0.908,Homo sapiens,Homo sapiens,MAP2K3,1.48581506885916,2.80075360556607,UpRegulated
SMPD1,SGPP1,0.945,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
SGPP1,CERS5,0.947,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
DEGS1,SGPP1,0.944,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
GBA2,SGPP1,0.916,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
SGPP1,SMPD1,0.945,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
SGPP1,DEGS1,0.944,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
SGPP1,SGMS2,0.942,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
SGPP1,GBA2,0.916,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
CERS5,SGPP1,0.947,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
SGMS2,SGPP1,0.942,Homo sapiens,Homo sapiens,SGPP1,1.48505731295314,2.79928293416841,UpRegulated
ATP2C2,CMIP,0.942,Homo sapiens,Homo sapiens,ATP2C2,1.4807899847681,2.79101520649576,UpRegulated
CMIP,ATP2C2,0.942,Homo sapiens,Homo sapiens,ATP2C2,1.4807899847681,2.79101520649576,UpRegulated
GRK5,GIT1,0.997,Homo sapiens,Homo sapiens,GIT1,1.47693634155493,2.78356995684182,UpRegulated
GIT1,GRK5,0.997,Homo sapiens,Homo sapiens,GIT1,1.47693634155493,2.78356995684182,UpRegulated
